citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34
Tuluá, Colombia	465.4273184847413	68.47298068447584	6.1888888888889015	1.8651448823345442	3	457.23479836275885	385.9623100880128	553.0848470034521																																	3.8666666666666885	6.26666666666668	8.433333333333339																																	Michigan	Michigan	Aargau																																	United States	United States	Switzerland																																
Chincha Alta, Peru	463.8677975212884	304.72421478583425	7.685714285714295	0.5415606908365934	7	133.9223412551544	420.1996059157237	1120.452081278293	484.7150118729757	186.17638759302608	327.84996814737815	573.7591865864678																													6.533333333333346	7.666666666666675	8.13333333333334	8.13333333333334	7.366666666666676	7.833333333333341	8.13333333333334																													California	Aargau	Aargau	Aargau	California	California	Aargau																													United States	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland																												
Gualeguaychú, Argentina	462.966852662581	173.6526713427104	8.141666666666673	0.29474565306378886	4	188.6240262380263	438.48570797532113	619.788472032261	604.9692044047155																																7.733333333333341	8.566666666666672	8.13333333333334	8.13333333333334																																New South Wales	Aargau	Alberta	Aargau																																Australia	Switzerland	Canada	Switzerland																															
Pasto, Colombia	459.9551259976957	144.53490958332864	7.688888888888897	0.8449559854122257	6	473.03772195039545	414.18087767372816	248.3416250610527	440.23316494541746	738.6847632746659	445.2526030809143																														7.566666666666675	8.200000000000006	5.900000000000015	8.066666666666674	8.466666666666672	7.933333333333341																														New Jersey	New South Wales	Ontario	Aargau	Aargau	Baden-Württemberg																														United States	Australia	Canada	Switzerland	Switzerland	Germany																													
Puerto La Cruz, Venezuela	456.1161068091826	208.92764559724463	7.6722222222222305	0.8241531381131322	12	669.423273473294	585.3830176688543	85.55077526983926	674.1662873771314	102.37648356151742	477.78643265200157	252.45391639841736	652.1035133736018	630.2306671727372	449.34983386790134	589.9841799677309	304.58490092716494																								5.833333333333348	8.700000000000005	7.966666666666674	8.266666666666673	8.166666666666673	6.400000000000013	7.633333333333342	8.13333333333334	8.433333333333339	7.566666666666675	8.000000000000007	6.966666666666677																								Cordoba	California	California	Aargau	Alberta	Saarland	Saarland	Aargau	Aargau	Aargau	Aargau	Aargau																								Argentina	United States	United States	Switzerland	Canada	Germany	Germany	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																							
Anaco, Venezuela	455.37251764074665	159.6629541441823	8.391666666666673	0.14018836534383886	4	250.39868756246597	583.1548097288655	351.4074509422674	636.5291223293877																																8.23333333333334	8.433333333333339	8.300000000000006	8.600000000000005																																Aargau	Aargau	Aargau	Aargau																																Switzerland	Switzerland	Switzerland	Switzerland																															
Carúpano, Venezuela	450.4909462329982	208.309176760836	7.645833333333342	1.3134916888456716	8	388.4451817457908	803.7654249718613	419.9882162224665	484.4704177897849	127.9439390571288	698.6384711295544	225.17932366326488	455.4965952841345																												8.366666666666672	8.566666666666672	8.23333333333334	8.400000000000006	8.600000000000005	5.500000000000016	5.2666666666666835	8.23333333333334																												California	Aargau	Aargau	Alberta	Alberta	England	England	Aargau																												United States	Switzerland	Switzerland	Canada	Canada	United Kingdom	United Kingdom	Switzerland																											
Santa Marta, Colombia	449.8997299538404	74.74887598443803	8.406666666666672	0.22050447211388224	5	584.5345553383377	396.98133391717	369.47570337705423	465.7037604206621	432.80329671597815																															8.700000000000005	8.400000000000006	8.03333333333334	8.533333333333339	8.366666666666672																															California	Aargau	Aargau	Aargau	Florida																															United States	Switzerland	Switzerland	Switzerland	United States																														
Sincelejo, Colombia	446.6179598369281	0	7.9000000000000075	0	1	446.6179598369281																																			7.9000000000000075																																			Aargau																																			Switzerland																																		
Maracaibo, Venezuela	444.8776086172888	235.70909440592374	7.533333333333342	1.1962905629950864	6	415.58475597494044	669.7500158473357	624.2410537327089	687.4733815983938	146.7376617820503	125.47878276830315																														7.933333333333341	7.033333333333344	5.100000000000017	8.533333333333339	8.500000000000005	8.100000000000007																														New South Wales	Texas	Cordoba	Alberta	Aargau	Aargau																														Australia	United States	Argentina	Canada	Switzerland	Switzerland																													
Ica, Peru	441.9214347331697	237.76707624486545	7.922222222222231	0.543536658161554	6	407.49012881375984	862.6744073723346	581.9791078012204	363.49035027645056	85.87893473192298	350.0156794033297																														7.633333333333342	7.30000000000001	8.633333333333338	8.366666666666672	8.33333333333334	7.266666666666676																														Aargau	New York	Aargau	Alberta	Aargau	Baden-Württemberg																														Switzerland	United States	Switzerland	Canada	Switzerland	Germany																													
San Fernando, Venezuela	440.6995509177061	212.0007684162673	7.212500000000009	1.973359902692747	8	288.57437230173696	410.01221545563106	292.92943013398894	982.0524078326433	392.6093557559848	388.68746535077935	316.6987064173872	454.03245409349734																												8.266666666666673	8.566666666666672	7.266666666666676	2.233333333333361	6.733333333333345	8.300000000000006	8.466666666666672	7.866666666666674																												California	California	Aargau	North Holland	North Holland	Aargau	Aargau	Aargau																												United States	United States	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland	Switzerland																											
Cusco, Peru	439.05907762225513	233.4477525299447	6.647619047619059	2.027341455868936	7	320.00382877482684	100.97520804476297	619.1994327166047	433.27992483312477	661.0089234257514	760.5181348306336	178.42809073008132																													3.8666666666666885	8.300000000000006	8.400000000000006	3.2333333333333574	6.900000000000011	7.533333333333342	8.300000000000006																													Cordoba	Aargau	Aargau	North Holland	North Holland	Aargau	Aargau																													Argentina	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland																												
Chosica, Peru	438.7375889165318	206.0888878479933	8.466666666666672	0.17994708216848682	7	248.2875626688255	907.729800484202	270.24740328183793	388.46416591997314	489.08624818933646	411.6753065846122	355.67263528693536																													8.100000000000007	8.566666666666672	8.600000000000005	8.600000000000005	8.300000000000006	8.500000000000005	8.600000000000005																													Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau																													Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland																												
San Cristóbal, Dominican Republic	438.48112062593884	885.0214630645225	8.271794871794878	0.9518175284659673	13	75.8097498923989	113.5428252084428	39.55658473153444	109.62403166712099	2502.6771273649765	2523.7370516361107	44.21409249350596	47.34266080591903	31.6807529907134	46.8292875384114	72.73986384345363	51.14928923993832	41.351250724679296																							7.033333333333344	6.466666666666679	8.366666666666672	7.933333333333341	10	10	8.400000000000006	8.400000000000006	8.466666666666672	8.100000000000007	8.400000000000006	7.4333333333333425	8.533333333333339																							California	California	California	California	California	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																							United States	United States	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																						
Coari, Amazonas, Brazil	437.7648887519062	566.0180556077303	7.771428571428579	0.942544440690056	7	375.8901744943721	1797.3608777257416	217.92217885335742	111.99722555347407	146.39028912352697	357.08278694514604	57.71068856772554																													8.500000000000005	5.900000000000015	6.766666666666678	8.23333333333334	8.433333333333339	8.266666666666673	8.300000000000006																													California	England	England	Alberta	Alberta	Aargau	Aargau																													United States	United Kingdom	United Kingdom	Canada	Canada	Switzerland	Switzerland																												
San Luis, Argentina	437.3451945125058	0	8.366666666666672	0	1	437.3451945125058																																			8.366666666666672																																			Aargau																																			Switzerland																																		
Arjona, Colombia	434.5687567417272	177.06478883970732	8.44444444444445	0.04157397096415476	3	669.3513372044285	241.77346062387477	392.58147239687827																																	8.400000000000006	8.433333333333339	8.500000000000005																																	New South Wales	Alberta	Aargau																																	Australia	Canada	Switzerland																																
Acarigua, Venezuela	432.6511718706114	560.4068768803199	8.11333333333334	0.46552240666922745	5	122.86999605195146	33.6235062863274	104.83447451711655	1529.8991028238313	372.02877967383034																															8.400000000000006	8.400000000000006	8.400000000000006	7.20000000000001	8.166666666666673																															Aargau	Aargau	Aargau	Saxony	Aargau																															Switzerland	Switzerland	Switzerland	Germany	Switzerland																														
Armenia, Colombia	432.1811718793703	49.46209214504755	8.15555555555556	0.3754832277492387	3	481.63838565972344	450.29221768224323	364.6129122961443																																	8.500000000000005	8.33333333333334	7.633333333333342																																	Aargau	California	Aargau																																	Switzerland	United States	Switzerland																																
Ayacucho, Peru	431.9843820665516	548.0806871895634	7.821212121212128	0.7739799709350543	11	72.79003085750793	215.3479808196136	78.44269299091985	1851.3579225226513	193.29754506690114	83.95271550063181	308.6019662527602	771.8214267553377	50.72270957179787	62.55460064909859	1062.9386117448473																									7.966666666666674	7.266666666666676	8.433333333333339	8.200000000000006	8.600000000000005	8.33333333333334	8.466666666666672	6.533333333333346	6.2000000000000135	8.23333333333334	7.800000000000008																									New South Wales	New York	California	California	Aargau	Aargau	Aargau	England	England	Aargau	Aargau																									Australia	United States	United States	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland																								
Venado Tuerto, Argentina	430.68563960734576	149.99148781643132	7.966666666666673	0.47842333648024243	3	218.6003213607133	540.0498893509026	533.4067081104213																																	8.200000000000006	8.400000000000006	7.30000000000001																																	Aargau	Saxony	Florida																																	Switzerland	Germany	United States																																
Valencia, Venezuela	426.2616977905229	301.26732286018455	7.87333333333334	0.7528907254339372	5	179.93915940676246	385.5645413497443	1006.3497674290502	357.29117121616383	202.1638495508938																															8.13333333333334	7.966666666666674	6.433333333333346	8.633333333333338	8.200000000000006																															New South Wales	New South Wales	Cordoba	Aargau	Aargau																															Australia	Australia	Argentina	Switzerland	Switzerland																														
Pergamino, Argentina	426.10835973609505	199.26254410888086	8.075000000000006	0.5707572942055902	4	744.5171973676918	416.3478952079875	341.46516872671634	202.10317764198453																																8.266666666666673	8.533333333333339	8.400000000000006	7.10000000000001																																Aargau	California	Aargau	Aargau																																Switzerland	United States	Switzerland	Switzerland																															
Rosario, Argentina	423.4862415721036	170.44483160250311	5.986666666666681	2.675618308603319	5	494.4897059490713	710.236734251853	298.7072246147126	219.58766906851102	394.40987397637025																															1.6333333333333606	8.23333333333334	7.966666666666674	8.03333333333334	4.066666666666688																															New Jersey	California	Aargau	Aargau	Saxony																															United States	United States	Switzerland	Switzerland	Germany																														
Yopal, Colombia	423.09315674854554	193.58422227519407	8.237500000000004	0.34898165344963844	8	619.9392595772982	698.5748615483947	140.3366271105773	539.2900788793851	202.3049431819184	246.20111781417614	408.03635685789163	530.0620090187231																												8.23333333333334	8.33333333333334	8.433333333333339	7.866666666666674	7.500000000000009	8.600000000000005	8.400000000000006	8.533333333333339																												Aargau	Aargau	Aargau	Alberta	California	California	Aargau	Aargau																												Switzerland	Switzerland	Switzerland	Canada	United States	United States	Switzerland	Switzerland																											
Barahona, Dominican Republic	417.2375501555611	954.3010052006827	7.481250000000009	1.7384127798240376	16	114.78493314430162	154.54847036837867	169.92503804376514	172.24117115290355	157.14205444847548	161.42247872914155	472.2025978993869	109.40035612935368	147.03707429794736	189.54485883150525	4099.941209499436	104.68002240966943	153.54655266577507	153.21107056348305	151.43175559233825	164.74115871311668																				7.033333333333344	7.866666666666674	8.366666666666672	6.800000000000011	7.766666666666675	8.366666666666672	8.833333333333337	7.533333333333342	8.13333333333334	6.566666666666679	1.2333333333333594	7.566666666666675	8.000000000000007	8.533333333333339	8.766666666666671	8.33333333333334																				Ontario	New South Wales	California	Cordoba	Aargau	Aargau	Aargau	Aargau	Alberta	Alberta	North Holland	North Holland	Aargau	Aargau	Aargau	Aargau																				Canada	Australia	United States	Argentina	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Canada	Netherlands	Netherlands	Switzerland	Switzerland	Switzerland	Switzerland																			
Huaraz, Peru	415.39920606375955	191.12139108855138	7.529166666666676	2.0263155877382677	8	232.3645101084542	331.69493791065446	762.521661927135	438.7968461707665	679.7795595980268	388.4609048102789	275.0387427952772	214.5364851894831																												8.633333333333338	7.833333333333341	2.266666666666694	7.466666666666676	8.466666666666672	8.533333333333339	8.500000000000005	8.533333333333339																												California	North Carolina	England	England	Aargau	Aargau	Aargau	Aargau																												United States	United States	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland																											
Medellín, Colombia	412.75830970475226	212.4890003704656	7.252380952380962	1.4100385160626043	7	348.61715124097384	168.3254381098734	331.0242403920622	801.151406279489	564.5997172126414	511.5407231524448	164.04949154578176																													7.333333333333343	8.266666666666673	8.13333333333334	3.966666666666688	8.23333333333334	7.800000000000008	7.033333333333344																													New Jersey	New South Wales	New South Wales	Thuringia	Aargau	Aargau	Aargau																													United States	Australia	Australia	Germany	Switzerland	Switzerland	Switzerland																												
Potosí, Bolivia	409.92285915597137	228.28856885943486	7.820833333333341	0.45182884542219537	8	452.68475395658135	315.10669169979263	571.7165746372385	127.76838275714678	189.0681151611414	262.4754048156096	884.7480897666494	475.81486045361146																												7.833333333333341	6.833333333333345	8.166666666666673	7.566666666666675	8.13333333333334	8.300000000000006	7.6000000000000085	8.13333333333334																												California	California	California	California	Aargau	Aargau	Aargau	Aargau																												United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland																											
Duitama, Colombia	407.9187686699691	64.03774021602285	7.533333333333342	0.15153535218873118	3	350.79752988200585	497.3408809593654	375.61789516853617																																	7.500000000000009	7.733333333333341	7.366666666666676																																	Aargau	Alberta	Aargau																																	Switzerland	Canada	Switzerland																																
Puerto Cabello, Venezuela	405.3281618998583	81.25232228396821	8.050000000000008	0.18929694486000845	4	415.151350436622	362.7382484318029	312.25711693358613	531.1659317974222																																7.766666666666675	8.300000000000006	8.066666666666674	8.066666666666674																																Aargau	Aargau	Alberta	Alberta																																Switzerland	Switzerland	Canada	Canada																															
Georgetown, Guyana	402.15538924532535	343.67675708481636	7.306666666666676	0.9479334247602896	25	547.3131147481913	67.82256392846045	919.103614662344	155.75695586971366	97.78539346754978	357.36488103423807	291.0916105147489	45.058873737422836	66.39113053511655	337.42906555421393	136.7657035787808	1386.3592953641512	604.3263226893373	209.1952134698695	613.5170036181295	1170.009962740141	565.110621720804	535.121405134481	452.6170539599218	453.59241760170914	549.417979960948	83.99718598591474	188.40513078772165	92.75506330186624	127.57716716735963											7.333333333333343	6.866666666666678	6.300000000000013	5.43333333333335	6.16666666666668	7.466666666666676	4.366666666666687	6.700000000000012	8.13333333333334	6.733333333333345	8.600000000000005	7.1333333333333435	8.433333333333339	7.833333333333341	8.000000000000007	7.966666666666674	7.1333333333333435	8.066666666666674	7.566666666666675	7.800000000000008	7.666666666666675	7.20000000000001	8.000000000000007	7.766666666666675	8.000000000000007											Unknown	Unknown	Unknown	New Jersey	New Jersey	New South Wales	Thuringia	Ontario	California	California	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau											Unknown	Unknown	Unknown	United States	United States	Australia	Germany	Canada	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland										
Coro, Venezuela	400.9669182601486	227.09803861129444	8.195238095238102	0.5112786869131238	7	433.9124593770662	900.5188781965797	195.7459607200985	302.229892466267	168.73025342320605	355.00482348748477	450.62616015033734																													8.600000000000005	8.066666666666674	8.366666666666672	8.066666666666674	8.566666666666672	8.633333333333338	7.066666666666677																													California	Aargau	Aargau	Aargau	Aargau	Aargau	Baden-Württemberg																													United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany																												
Magangué, Colombia	400.6602817743564	263.4502854664462	7.83333333333334	1.0576003586036222	6	656.8125737517735	88.37249674869625	165.47169821424208	670.3844827696795	661.4607879399948	161.45965122175213																														5.500000000000016	8.266666666666673	8.23333333333334	8.666666666666671	8.200000000000006	8.13333333333334																														Ontario	Aargau	Aargau	Aargau	Aargau	Aargau																														Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																													
Carora, Venezuela	400.21679739328175	131.63510375663515	8.350000000000005	0.1384437310486341	4	397.5752328843925	390.6037688721904	592.2697866708826	220.4184011456617																																8.500000000000005	8.166666666666673	8.466666666666672	8.266666666666673																																New South Wales	New South Wales	Aargau	Aargau																																Australia	Australia	Switzerland	Switzerland																															
Bucaramanga, Colombia	400.1597853861466	111.78486317793963	7.2633333333333425	0.8962204589893634	10	483.8096899571294	358.5661380277065	560.7440929057844	249.35697352481353	466.6159956880272	286.1218493202829	570.8634440093815	418.3412476992471	336.44705298701825	270.7313697420756																										8.100000000000007	6.26666666666668	6.100000000000014	6.900000000000011	8.733333333333338	7.766666666666675	7.30000000000001	6.733333333333345	6.333333333333346	8.400000000000006																										New South Wales	Bogota D.C.	Cordoba	California	California	Aargau	Aargau	Saarland	Saarland	Aargau																										Australia	Colombia	Argentina	United States	United States	Switzerland	Switzerland	Germany	Germany	Switzerland																									
El Carmen de Bolívar, Colombia	399.38359420163795	251.61739996041916	8.041666666666675	0.3426814199158669	4	750.3777610989966	158.33240838712692	525.9320129375736	162.8921943828545																																7.466666666666676	8.100000000000007	8.266666666666673	8.33333333333334																																Västerbotten	Aargau	Aargau	Aargau																																Sweden	Switzerland	Switzerland	Switzerland																															
Neiva, Colombia	391.6096330659061	157.50823763727462	8.261111111111118	0.29339435392246327	6	257.4410036370188	231.8274659986186	384.6949334309309	268.66706771985355	590.2437057297069	616.7836218793078																														7.9000000000000075	7.966666666666674	8.433333333333339	8.633333333333338	8.566666666666672	8.066666666666674																														New South Wales	New South Wales	California	Västerbotten	Aargau	Aargau																														Australia	Australia	United States	Sweden	Switzerland	Switzerland																													
San Juan de los Morros, Venezuela	390.460146588807	345.6946598322711	7.920000000000007	0.8434321417741755	5	119.79998266699607	1058.870729122105	154.44668419101922	375.59387325738743	243.58946370652714																															6.26666666666668	8.100000000000007	8.500000000000005	8.200000000000006	8.533333333333339																															North Carolina	North Carolina	Aargau	Aargau	Aargau																															United States	United States	Switzerland	Switzerland	Switzerland																														
Cúcuta, Colombia	386.2865770925695	131.14947455914623	7.113333333333342	1.5541485700465578	5	418.068357774554	139.16735535182693	456.49032509825196	523.9013727988282	393.80547443938593																															7.1333333333333435	8.500000000000005	4.133333333333354	7.766666666666675	8.03333333333334																															New Jersey	California	Stockholm	North Carolina	Alberta																															United States	United States	Sweden	United States	Canada																														
Chiquinquirá, Colombia	386.19352672729514	250.31013985969855	7.446666666666675	1.2590296086889872	5	94.73030157116688	471.8634737985707	191.58495800467216	813.2780818121391	359.5108184499268																															5.000000000000018	7.866666666666674	8.500000000000005	7.633333333333342	8.23333333333334																															Ontario	Aargau	Aargau	Saxony	Aargau																															Canada	Switzerland	Switzerland	Germany	Switzerland																														
Río Cuarto, Argentina	386.0172526254095	100.64487825398417	6.693333333333345	1.5409088227406524	5	549.0945826066772	426.94259505922275	313.12475625750477	255.3868112476269	385.5375179560161																															3.800000000000022	6.600000000000012	7.1333333333333435	8.13333333333334	7.800000000000008																															Michigan	Michigan	Aargau	Aargau	Aargau																															United States	United States	Switzerland	Switzerland	Switzerland																														
Buenaventura, Colombia	385.73437403871645	206.4059861362901	7.933333333333342	0.34399612400917035	4	171.70889901492112	569.2220868402501	613.6917624586655	188.31474784102895																																8.066666666666674	8.433333333333339	7.566666666666675	7.666666666666675																																Aargau	Aargau	Alberta	Aargau																																Switzerland	Switzerland	Canada	Switzerland																															
Quito, Ecuador	378.7796055681786	581.3509710514344	7.333333333333343	1.944079330800165	12	207.54852468026516	337.4561136094055	162.62835922691772	2288.4183693215327	323.6888450434379	106.5586390172254	116.22212582559985	69.6666853833258	268.3346491036236	203.56480096528384	267.6418452641871	193.62630937733942																								7.633333333333342	8.466666666666672	2.566666666666693	3.500000000000023	8.300000000000006	8.200000000000006	8.400000000000006	8.000000000000007	8.13333333333334	8.33333333333334	8.100000000000007	8.366666666666672																								New Jersey	Aargau	Saarland	Saarland	Aargau	Aargau	California	California	Aargau	Aargau	Aargau	Aargau																								United States	Switzerland	Germany	Germany	Switzerland	Switzerland	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland																							
Saint George’s, Grenada	378.21386434583394	491.97098825183025	7.637681159420298	0.7116901260652341	23	829.826250228846	2461.481277703407	492.36047000164825	469.15217574416755	234.15060074283144	150.42604684343314	84.0544593293516	175.5594801477445	164.85477904729373	261.299339921537	187.75753176780148	140.24858745980913	304.39715143108094	294.4091392734922	57.017630917824086	216.38221760201796	554.4543858619363	737.0643382401536	502.6593618217147	185.19571490856436	59.83025130189619	43.70038939713136	92.63730026050031													5.933333333333348	6.066666666666681	8.300000000000006	7.666666666666675	7.233333333333343	7.6000000000000085	7.700000000000008	8.166666666666673	7.866666666666674	7.400000000000009	7.566666666666675	8.166666666666673	8.300000000000006	8.500000000000005	7.933333333333341	8.03333333333334	6.100000000000014	7.30000000000001	8.266666666666673	7.966666666666674	7.633333333333342	8.400000000000006	7.566666666666675													Ontario	Texas	California	California	Aargau	Aargau	Aargau	Aargau	Aargau	New Jersey	New Jersey	New South Wales	Aargau	Aargau	Aargau	Saxony	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau													Canada	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	United States	Australia	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland												
Montero, Bolivia	376.5317688058665	135.0859432902554	7.884848484848493	1.1074918096113764	11	183.63082849695402	492.16459457027463	475.9117463328234	498.0153171274171	346.0762890611467	550.28460152489	397.4688551969168	316.5541596463276	303.0549411165584	102.58421313631099	476.1039106549111																									4.600000000000019	8.100000000000007	8.33333333333334	8.433333333333339	8.86666666666667	7.966666666666674	8.23333333333334	8.100000000000007	8.23333333333334	7.266666666666676	8.600000000000005																									California	North Carolina	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau																									United States	United States	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland																								
Villavicencio, Colombia	372.1955459380264	222.961508677554	7.641666666666675	0.7598885152149304	4	85.18943525276465	224.8997601411485	574.0214708692947	604.6715174888977																																6.400000000000013	7.866666666666674	8.466666666666672	7.833333333333341																																New Jersey	New South Wales	Aargau	Aargau																																United States	Australia	Switzerland	Switzerland																															
Santiago, Chile	364.7676793915209	245.98848338829276	7.7696969696969775	0.6861478689550977	11	324.0170206123139	164.15503355851942	206.2505043630519	834.1953860319878	650.6931415721712	110.5620653978356	329.548277784108	285.932530322802	83.30104239461241	286.2045752717081	737.5848959976197																									7.30000000000001	5.833333333333348	7.533333333333342	7.933333333333341	8.466666666666672	7.966666666666674	8.100000000000007	7.933333333333341	7.933333333333341	8.166666666666673	8.300000000000006																									New South Wales	Ontario	California	North Carolina	Aargau	Aargau	Aargau	Aargau	Florida	Aargau	Aargau																									Australia	Canada	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland																								
Azogues, Ecuador	357.20779492451635	564.7968161868083	7.49285714285715	1.8852046569641796	14	326.98867414021964	246.58302324401657	114.77786737364855	107.91852412185246	296.11239088608045	88.5815894762042	203.0064362400636	161.18088890366664	66.38399059416057	251.03543243894055	400.451886315049	168.28963835397641	203.24797381237707	2366.3508130429727																						8.166666666666673	7.800000000000008	7.066666666666677	8.86666666666667	8.500000000000005	7.400000000000009	8.500000000000005	8.366666666666672	8.500000000000005	8.500000000000005	8.666666666666671	8.500000000000005	3.300000000000024	2.7666666666666924																						California	California	California	California	California	California	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	England	England																						United States	United States	United States	United States	United States	United States	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom																					
Antofagasta, Chile	354.29672518459915	34.69204560772218	8.200000000000006	0.466666666666665	2	388.9887707923213	319.60467957687695																																		7.733333333333341	8.666666666666671																																		Aargau	Aargau																																		Switzerland	Switzerland																																	
El Banco, Colombia	352.8828254789983	138.46534760151982	8.000000000000005	0.5729345235312373	7	510.7038187750829	275.959358697151	540.245980163909	394.70909244679984	337.37607595820003	312.5980704110576	98.5873819007877																													6.766666666666678	8.13333333333334	7.700000000000008	8.466666666666672	8.600000000000005	8.03333333333334	8.300000000000006																													Bogota D.C.	California	Alberta	Aargau	Aargau	Saxony	Aargau																													Colombia	United States	Canada	Switzerland	Switzerland	Germany	Switzerland																												
Pereira, Colombia	352.2841471050403	10.064562747356414	8.34444444444445	0.32470309324894236	3	353.30956347611686	364.06593060857386	339.4769472304301																																	8.666666666666671	7.9000000000000075	8.466666666666672																																	California	Alberta	Aargau																																	United States	Canada	Switzerland																																
San Carlos del Zulia, Venezuela	351.5657753354143	84.92575576475798	8.466666666666672	0.033333333333333215	2	266.6400195706563	436.49153110017227																																		8.433333333333339	8.500000000000005																																		Aargau	Aargau																																		Switzerland	Switzerland																																	
Caracas, Venezuela	350.44361349648483	271.85911215169733	7.483333333333342	1.3215100789963263	8	348.2075603334095	160.5139312473551	262.8629606905398	268.0996129787162	1031.1735225334503	271.67833321284826	84.96814522265107	376.0448417529083																												8.600000000000005	8.000000000000007	6.500000000000012	4.366666666666687	7.733333333333341	8.366666666666672	8.000000000000007	8.300000000000006																												New South Wales	New South Wales	Thuringia	Stockholm	California	Aargau	Alberta	Aargau																												Australia	Australia	Germany	Sweden	United States	Switzerland	Canada	Switzerland																											
Lorica, Colombia	346.44650855720147	207.91958459134003	7.722222222222231	1.4268154993326179	6	476.24535760532837	237.64117998399442	285.2508619063288	326.05392221530093	711.9306462234351	41.557083408821406																														4.566666666666686	8.600000000000005	8.13333333333334	8.666666666666671	8.200000000000006	8.166666666666673																														Ontario	California	Aargau	Aargau	Aargau	Aargau																														Canada	United States	Switzerland	Switzerland	Switzerland	Switzerland																													
Port of Spain, Trinidad And Tobago	343.90133588788564	469.46785077338814	7.292424242424252	1.275722485661515	22	230.62119424565535	42.591812854623	342.35182178973156	159.548075075303	84.73400621751492	607.8982918793075	23.924605092936766	1150.8742904710418	13.301291507238977	33.914317411313554	858.981352668791	796.952147851614	305.61024007284135	47.44701442166374	95.50423425486639	47.33350373270784	64.89076449289595	25.82742246310393	36.57341276115806	35.582680657392885	655.3297654465018	1906.037144165279														7.566666666666675	8.433333333333339	6.966666666666677	7.6000000000000085	8.266666666666673	5.300000000000017	8.23333333333334	3.7333333333333556	8.300000000000006	7.800000000000008	7.766666666666675	5.000000000000018	6.966666666666677	8.200000000000006	8.433333333333339	7.966666666666674	7.400000000000009	8.266666666666673	7.9000000000000075	8.366666666666672	6.433333333333346	5.533333333333349														California	New South Wales	North Carolina	California	Alberta	New Jersey	New South Wales	Saarland	Aargau	Aargau	Alberta	North Holland	North Holland	Aargau	Alberta	Aargau	Florida	Aargau	Aargau	Aargau	England	England														United States	Australia	United States	United States	Canada	United States	Australia	Germany	Switzerland	Switzerland	Canada	Netherlands	Netherlands	Switzerland	Canada	Switzerland	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom													
