citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34
Bahía Blanca, Argentina	763.9454376602639	300.71233865932874	7.683333333333342	0.6295942255841346	4	395.20646511815704	1172.0124367327962	915.2363746728826	573.3264741172196																																8.400000000000006	7.533333333333342	6.733333333333345	8.066666666666674																																California	California	Alberta	Aargau																																United States	United States	Canada	Switzerland																															
Olavarría, Argentina	761.9231864150826	223.52099543570282	6.673333333333346	1.7251602180023038	5	840.315025184249	767.97432161192	678.7150373216814	1105.3275188643868	417.28402909317566																															8.13333333333334	7.533333333333342	3.8666666666666885	5.500000000000016	8.33333333333334																															Aargau	Aargau	England	England	Aargau																															Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland																														
Mendoza, Argentina	758.0601852705357	47.93861523705689	7.875000000000007	0.41121432638250943	4	772.2721977522936	828.5480069840523	730.4564212023274	700.9641151434694																																7.6000000000000085	7.366666666666676	8.400000000000006	8.13333333333334																																New Jersey	New Jersey	Aargau	Aargau																																United States	United States	Switzerland	Switzerland																															
Arequipa, Peru	754.5887446136085	305.64933223347094	8.400000000000006	0.2841491522787639	6	812.610171640375	1104.556442447497	212.0343990770157	716.8803057052183	591.6683930915319	1089.7827557200135																														8.833333333333337	8.266666666666673	8.166666666666673	8.500000000000005	8.633333333333338	8.000000000000007																														California	Aargau	California	Aargau	Alberta	Aargau																														United States	Switzerland	United States	Switzerland	Canada	Switzerland																													
Goya, Argentina	737.361361896691	691.5096324147289	7.662500000000009	0.9618323802917903	8	401.7982696600736	437.6198323778499	718.849490377891	2542.250399313402	307.99697115588594	489.7689684525299	441.0530668674144	559.5538969684816																												8.433333333333339	7.800000000000008	8.733333333333338	5.500000000000016	6.966666666666677	7.833333333333341	8.33333333333334	7.700000000000008																												Alberta	Aargau	Aargau	North Holland	North Holland	Aargau	Aargau	Aargau																												Canada	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland	Switzerland																											
Santa Cruz, Bolivia	736.1608428598495	1167.3428198575812	6.9770833333333435	1.6923733642924799	16	152.02174954107957	100.85596253615637	251.89392217575582	564.4397143569997	103.09090660066865	202.77522353166117	3259.034913877101	439.64990137682094	289.5700999652914	345.14097088432595	215.95091534176615	4278.827076562293	470.70314078214915	393.73068793526124	305.21541908597305	405.67288120428964																				7.233333333333343	7.700000000000008	7.4333333333333425	2.53333333333336	4.9666666666666845	7.6000000000000085	6.733333333333345	7.933333333333341	5.500000000000016	8.000000000000007	8.566666666666672	4.3333333333333535	8.400000000000006	8.466666666666672	8.500000000000005	7.733333333333341																				California	New Jersey	New South Wales	Michigan	Michigan	New South Wales	Cordoba	California	Cordoba	California	Alberta	Saarland	Aargau	Aargau	Aargau	Aargau																				United States	United States	Australia	United States	United States	Australia	Argentina	United States	Argentina	United States	Canada	Germany	Switzerland	Switzerland	Switzerland	Switzerland																			
San Rafael, Argentina	735.437999742928	46.87452650205732	8.375000000000005	0.20733092174374473	4	809.9673976798613	685.4173457112231	737.8779921634501	708.4892634171775																																8.466666666666672	8.666666666666671	8.23333333333334	8.13333333333334																																Aargau	Aargau	Aargau	Aargau																																Switzerland	Switzerland	Switzerland	Switzerland																															
San Nicolás de los Arroyos, Argentina	733.5026159415079	332.07179980443647	8.266666666666673	0.21473497877875133	4	1292.3537433181343	460.48224238235326	508.787471187771	672.3870068777727																																8.400000000000006	8.433333333333339	7.9000000000000075	8.33333333333334																																Aargau	Aargau	Aargau	Aargau																																Switzerland	Switzerland	Switzerland	Switzerland																															
Cartagena, Colombia	726.7419580173237	653.5196618091037	5.588888888888903	2.2429037616336975	6	1886.6027866145332	237.80449719600068	1351.8728511635302	426.63638599085033	255.05282361567063	202.4824035233573																														6.2000000000000135	6.300000000000013	4.633333333333352	1.133333333333359	7.333333333333343	7.933333333333341																														Unknown	Unknown	Unknown		Aargau	Aargau																														Unknown	Unknown	Unknown	None	Switzerland	Switzerland																													
San Ramón de la Nueva Orán, Argentina	725.453241918314	38.4235034673618	6.31666666666668	1.016666666666663	2	687.0297384509522	763.8767453856758																																		7.333333333333343	5.300000000000017																																		Alberta	California																																		Canada	United States																																	
Trujillo, Peru	723.1473823721233	333.0247868051499	7.876190476190483	0.4806458240360189	7	1229.5516004143965	483.54192072677796	234.8686153393549	1165.353194608645	720.1117129291334	663.3772807142393	565.2273518723156																													8.166666666666673	7.566666666666675	7.033333333333344	7.733333333333341	8.33333333333334	8.566666666666672	7.733333333333341																													Unknown	New South Wales	New South Wales	North Carolina	Aargau	Aargau	Baden-Württemberg																													Unknown	Australia	Australia	United States	Switzerland	Switzerland	Germany																												
San Carlos de Bariloche, Argentina	715.5925286138864	487.96008899382156	7.6933333333333405	0.5397118572802406	5	963.6960295747078	509.8807544089533	1513.3904586636045	515.9650380704103	75.03036235175593																															6.866666666666678	8.300000000000006	7.933333333333341	7.266666666666676	8.100000000000007																															Ontario	Aargau	Florida	Aargau	Aargau																															Canada	Switzerland	United States	Switzerland	Switzerland																														
Luján, Argentina	710.049789461488	273.9102633900669	7.626666666666675	0.7021870595978419	5	1228.3089803855225	625.3424280711456	543.7573943528007	710.5827954353455	442.2573490626257																															7.700000000000008	8.266666666666673	6.466666666666679	7.30000000000001	8.400000000000006																															North Carolina	Aargau	England	England	Aargau																															United States	Switzerland	United Kingdom	United Kingdom	Switzerland																														
Upata, Venezuela	707.0438086087952	293.1780723083922	8.152380952380959	0.4783759373285454	7	612.3946608896644	163.00019284976764	1010.4452145123305	1091.6196929748605	536.9058905905769	868.7894348123657	666.1515736320006																													7.20000000000001	8.066666666666674	8.500000000000005	7.766666666666675	8.600000000000005	8.566666666666672	8.366666666666672																													Cordoba	Aargau	Aargau	Aargau	Aargau	Aargau	Alberta																													Argentina	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada																												
Arauca, Colombia	704.9074959949143	398.7140261074086	7.028571428571439	1.7722220445126697	7	277.7078926273729	534.8042128271968	519.5361252865179	471.38935242413993	495.41999638937943	1224.335444436235	1411.1594479735584																													7.066666666666677	8.433333333333339	8.433333333333339	8.366666666666672	6.900000000000011	7.000000000000011	3.000000000000025																													England	Alberta	Aargau	Florida	California	England	England																													United Kingdom	Canada	Switzerland	United States	United States	United Kingdom	United Kingdom																												
Talcahuano, Chile	700.0894140737232	411.53658684090254	8.25833333333334	0.1816207893141941	4	702.6952692173592	1260.305160404776	98.35307675438533	739.0041499183727																																8.166666666666673	8.566666666666672	8.100000000000007	8.200000000000006																																Aargau	Saxony	Aargau	Aargau																																Switzerland	Germany	Switzerland	Switzerland																															
Chiclayo, Peru	693.5008915112031	384.22559852391464	7.719047619047626	0.5395051062197522	7	302.460796198285	100.62757740008787	658.7501756384708	579.780270336728	1304.5839254431803	1006.8482711876001	901.4552243740698																													6.766666666666678	8.300000000000006	8.433333333333339	8.000000000000007	7.400000000000009	7.400000000000009	7.733333333333341																													New Jersey	Aargau	Aargau	Aargau	Aargau	England	England																													United States	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom																												
Santa Rosa, Argentina	679.3968310330162	160.85462737795146	6.600000000000012	1.6062378404208955	3	817.5489864370714	766.8352995919023	453.80620707007466																																	6.900000000000011	4.5000000000000195	8.400000000000006																																	California	Ontario	Alberta																																	United States	Canada	Canada																																
Tefé, Amazonas, Brazil	673.3477415642279	840.261566064457	7.621052631578954	0.9298311817043333	19	475.64433237430563	680.542669528781	810.3702938390542	520.3888555791493	306.30693371599637	185.77636721272768	156.8776439071652	2958.119852039879	1325.5868864223578	345.49507656776734	171.41368386050328	124.61570750265633	293.9824553602504	33.95661434580041	793.5939127543046	38.1101311583669	2917.3080845913123	595.3184608931418	60.1991280668135																	7.6000000000000085	7.6000000000000085	8.266666666666673	8.166666666666673	8.300000000000006	8.466666666666672	7.966666666666674	5.933333333333348	5.43333333333335	7.633333333333342	7.833333333333341	5.600000000000016	8.066666666666674	8.200000000000006	6.866666666666678	7.966666666666674	8.433333333333339	8.33333333333334	8.13333333333334																	Bogota D.C.	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	North Holland	North Holland	Aargau	Aargau	California	Aargau	Aargau	Baden-Württemberg	Aargau	California	California	Aargau																	Colombia	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland	United States	Switzerland	Switzerland	Germany	Switzerland	United States	United States	Switzerland																
Ipiales, Colombia	672.0147708191839	328.0324127755719	8.375000000000007	0.20999338613923513	4	340.8418493224391	1065.7645236922885	926.8633446942027	354.5893655678056																																8.266666666666673	8.200000000000006	8.300000000000006	8.733333333333338																																New South Wales	Aargau	Aargau	Aargau																																Australia	Switzerland	Switzerland	Switzerland																															
Riberalta, Bolivia	671.3049972792057	297.09271198816566	7.775757575757584	1.1260093931010033	11	526.7501703342303	768.0284966331278	811.2705501328261	982.7314284925385	949.224958165891	179.97742806250506	911.3701691165724	708.09644989692	737.2800108540818	792.1499364177727	17.475371964797958																									6.500000000000012	4.700000000000019	7.800000000000008	8.566666666666672	8.566666666666672	8.100000000000007	8.600000000000005	8.13333333333334	8.533333333333339	7.966666666666674	8.066666666666674																									Bogota D.C.	Cordoba	North Carolina	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau																									Colombia	Argentina	United States	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland																								
Tucupita, Venezuela	667.0324514853619	282.7353988252581	7.763333333333341	0.9857259028530947	10	402.69648787309956	896.8273825119946	456.320188060511	506.2728647676865	761.0576586700262	340.1349599167704	610.8612574222963	779.2657508581407	567.8195105275212	1349.0684542455733																										8.266666666666673	8.466666666666672	8.533333333333339	8.766666666666671	8.566666666666672	6.100000000000014	7.000000000000011	8.600000000000005	6.300000000000013	7.033333333333344																										California	Aargau	California	California	Aargau	England	England	Aargau	England	England																										United States	Switzerland	United States	United States	Switzerland	United Kingdom	United Kingdom	Switzerland	United Kingdom	United Kingdom																									
Mercedes, Argentina	663.9636627493832	323.1926080178768	8.000000000000007	0.49178435502956996	6	1246.8476485558385	767.5230579950146	680.074063910582	304.84297318814146	702.0590831344272	282.4351497122956																														7.166666666666677	8.200000000000006	8.566666666666672	7.533333333333342	8.13333333333334	8.400000000000006																														Stockholm	California	Aargau	New York	Aargau	Aargau																														Sweden	United States	Switzerland	United States	Switzerland	Switzerland																													
Chillán, Chile	662.7684967618364	325.54673385003633	7.672727272727281	0.754892216778769	11	682.6658908278964	235.32368955639745	1093.077672933292	307.3099182861161	568.5289098081901	801.8610064558611	534.4361516360015	754.8073175703644	310.6363133660652	1365.135472489709	636.6711214503069																									7.633333333333342	7.10000000000001	6.16666666666668	8.600000000000005	8.13333333333334	6.700000000000012	7.10000000000001	8.366666666666672	8.200000000000006	8.13333333333334	8.266666666666673																									California	California	California	California	California	California	England	Aargau	Aargau	Aargau	Saxony																									United States	United States	United States	United States	United States	United States	United Kingdom	Switzerland	Switzerland	Switzerland	Germany																								
Copiapó, Chile	658.6179897638696	395.8950383695946	8.33333333333334	0.21602468994692792	3	102.0363365970152	884.3543719393052	989.4632607552884																																	8.03333333333334	8.433333333333339	8.533333333333339																																	Aargau	Aargau	Alberta																																	Switzerland	Switzerland	Canada																																
Tandil, Argentina	652.2052738341354	319.9886690620402	7.991666666666674	0.46569840025492726	4	800.326598249698	1072.2801659563052	525.8168376377417	210.39749349279663																																8.03333333333334	8.733333333333338	7.666666666666675	7.533333333333342																																Aargau	Alberta	Aargau	Aargau																																Switzerland	Canada	Switzerland	Switzerland																															
San Juan, Argentina	645.354828191948	316.06141350704104	8.211111111111117	0.271256791460748	6	987.89124915326	1038.8122887243123	381.01746451576406	577.3996624832445	150.88717340439297	736.1211308707142																														7.800000000000008	8.366666666666672	8.13333333333334	8.666666666666671	8.03333333333334	8.266666666666673																														New South Wales	Aargau	Alberta	Aargau	Aargau	Aargau																														Australia	Switzerland	Canada	Switzerland	Switzerland	Switzerland																													
Mayagüez, Puerto Rico	628.4049104492518	1365.17589439812	7.2633333333333425	1.4053429790940268	10	4671.777666993181	79.88688813667802	98.030920359039	97.22350311205876	65.37895669942206	822.7228302819691	118.87882814080947	69.75653919172657	108.05013396479065	152.34283761284303																										4.900000000000018	8.066666666666674	8.100000000000007	7.166666666666677	8.166666666666673	4.633333333333352	8.96666666666667	7.6000000000000085	6.533333333333346	8.500000000000005																										Cordoba	California	North Carolina	Aargau	Aargau	Saxony	Aargau	England	England	Aargau																										Argentina	United States	United States	Switzerland	Switzerland	Germany	Switzerland	United Kingdom	United Kingdom	Switzerland																									
Natal, Amazonas, Brazil	624.1722641514223	303.15784829733207	7.6500000000000075	0.6094168432927385	10	487.8112890130846	473.69696413841	390.7523389390785	422.2113697752331	1042.4046396085985	773.8763981996342	1034.7835783393557	371.0337146244725	202.7422222544258	1042.4101266219307																										8.100000000000007	7.733333333333341	8.33333333333334	7.233333333333343	7.933333333333341	8.200000000000006	6.600000000000012	8.100000000000007	7.700000000000008	6.566666666666679																										Aargau	Aargau	Alberta	Mississippi	Aargau	Aargau	Saxony	Florida	Aargau	Aargau																										Switzerland	Switzerland	Canada	United States	Switzerland	Switzerland	Germany	United States	Switzerland	Switzerland																									
Saint John’s, Antigua And Barbuda	621.2169642978296	1391.3570443904023	7.4609523809523886	0.7946442036728352	35	615.6536421963314	917.0823573516	1168.6192011244755	722.1187073995666	446.3231603016465	583.8744829446429	1016.6540377853929	409.1014575945512	391.5866988843443	615.4906904093663	313.962806150749	376.494245775842	38.93442343141466	71.13439810445621	93.64348607146967	120.22600467225698	522.9379446708747	464.30605835633935	521.0927028403037	241.69861902028367	411.36489577627304	196.2202471760885	313.962806150749	324.68957952468423	83.97939021434391	104.62102566366477	417.9996594497047	276.4501706177571	398.3675101328779	97.17588619823563	17.35923861671062	580.9362394751121	205.37345657736847	86.65316737080896	8576.50535239375	8.800000000000004	7.30000000000001	6.900000000000011	6.033333333333347	8.166666666666673	7.733333333333341	6.500000000000012	7.10000000000001	8.300000000000006	6.233333333333347	7.866666666666674	7.966666666666674	8.100000000000007	7.466666666666676	7.833333333333341	7.30000000000001	5.33333333333335	7.733333333333341	7.066666666666677	7.4333333333333425	8.500000000000005	7.933333333333341	8.03333333333334	8.33333333333334	8.100000000000007	7.800000000000008	6.966666666666677	7.4333333333333425	7.500000000000009	7.4333333333333425	7.466666666666676	5.966666666666681	6.100000000000014	8.23333333333334	8.166666666666673	California	California	California	California	California	California	California	England	North Carolina	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Unknown	Unknown	Unknown	New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	England	United States	United States	United States	United States	United States	United States	United States	United Kingdom	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Unknown	Unknown	Unknown	Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	United Kingdom
Ponce, Puerto Rico	621.0656046044064	1707.1186701955799	7.720289855072473	2.0751750785910237	23	27.20015174898859	60.590746037418064	27.76062778726607	151.22026076556705	19.022177095455667	48.33813970333373	49.39255869384574	2348.3238292233236	57.1843851826338	34.33218585144289	20.355757214015963	29.3246472132921	34.68329266359457	20.908491212040172	7.099363104696202	4.048059984009274	64.06263586766931	32.17573147097677	27.20015174898859	172.25323510629465	3364.6213245428053	4.048059984009274	7680.3630936996815													8.13333333333334	8.03333333333334	8.200000000000006	8.833333333333337	9.366666666666669	8.366666666666672	7.966666666666674	2.366666666666694	2.0000000000000284	8.86666666666667	8.666666666666671	7.666666666666675	9.100000000000003	9.06666666666667	8.900000000000004	9.000000000000004	7.966666666666674	8.633333333333338	8.96666666666667	6.766666666666678	3.4000000000000234	8.766666666666671	8.533333333333339													California	New York	New York	Aargau	Aargau	Aargau	Alberta	Saarland	Saarland	Aargau	Aargau	Florida	Aargau	Aargau	Aargau	Aargau	California	Aargau	Aargau	England	England	Aargau	England													United States	United States	United States	Switzerland	Switzerland	Switzerland	Canada	Germany	Germany	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	United Kingdom												
Ciudad Guayana, Venezuela	619.6951212471058	344.6730733934132	6.2900000000000125	2.2399925595114465	10	559.7527542770553	236.7549182513447	416.68054489876636	83.88846316587254	569.9480312448317	511.4060758366886	972.2329660544067	577.3869230423289	1274.5134104994263	994.3871252003376																										0.23333333333335882	5.033333333333351	6.16666666666668	6.466666666666679	6.2000000000000135	8.300000000000006	7.000000000000011	8.03333333333334	7.966666666666674	7.500000000000009																										Unknown	Unknown	Unknown	New Jersey	California	California	New South Wales	New South Wales	Alberta	Saxony																										Unknown	Unknown	Unknown	United States	United States	United States	Australia	Australia	Canada	Germany																									
Popayán, Colombia	619.1662479784767	158.31042434892908	8.225000000000007	0.3459086263419531	4	414.751620639784	515.7002630541085	759.634801810711	786.5783064093033																																7.633333333333342	8.466666666666672	8.33333333333334	8.466666666666672																																California	California	Aargau	Aargau																																United States	United States	Switzerland	Switzerland																															
Pucallpa, Peru	619.1489031627236	145.5045471855355	8.000000000000005	0.6529542145887438	7	362.26531667289913	885.4092534414405	635.2390217215313	683.4518510551976	552.15615054935	574.7749579926483	640.7457707059982																													7.6000000000000085	6.933333333333344	7.30000000000001	8.466666666666672	8.633333333333338	8.600000000000005	8.466666666666672																													New South Wales	Thuringia	Cordoba	Aargau	Aargau	Aargau	Aargau																													Australia	Germany	Argentina	Switzerland	Switzerland	Switzerland	Switzerland																												
Paraná, Argentina	593.10925832116	227.70994878627624	6.706666666666678	0.8045426582157619	5	354.46683089583405	701.8267590417843	973.9849478268166	384.1624230599403	551.1053307814252																															7.366666666666676	5.23333333333335	6.700000000000012	7.500000000000009	6.733333333333345																															New South Wales	Texas	California	Aargau	Aargau																															Australia	United States	United States	Switzerland	Switzerland																														
Tunja, Colombia	588.9698187615654	0	8.566666666666672	0	1	588.9698187615654																																			8.566666666666672																																			Aargau																																			Switzerland																																		
Crato, Amazonas, Brazil	588.3364873788252	529.0412437031758	7.804444444444453	0.42944695988913845	15	2423.559801044702	819.4576526712477	444.3458725599201	273.2399430428872	438.1490325088612	366.30508517603147	555.6229316024733	724.7387548194367	44.951579192365365	356.19096675822976	376.02171007183466	309.5455687911906	501.1432446015243	802.7468565024493	389.0283113392237																					8.500000000000005	6.866666666666678	7.800000000000008	8.066666666666674	8.200000000000006	8.000000000000007	8.100000000000007	7.833333333333341	7.266666666666676	7.233333333333343	8.366666666666672	7.666666666666675	7.700000000000008	7.933333333333341	7.533333333333342																					California	North Carolina	Aargau	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Saxony	Aargau																					United States	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Germany	Switzerland																				
General Pico, Argentina	587.1044654001734	412.7906357930231	7.447619047619057	0.9593081407157612	7	572.2035360723095	1515.7718869096366	400.7933745334173	144.6729028273351	278.9445027321311	551.5565392399699	645.7885154864135																													6.833333333333345	5.466666666666683	7.933333333333341	8.366666666666672	7.733333333333341	8.433333333333339	7.366666666666676																													Ontario	Texas	North Carolina	Aargau	Aargau	Alberta	Saxony																													Canada	United States	United States	Switzerland	Switzerland	Canada	Germany																												
Ciudad Bolívar, Venezuela	585.9957426427502	157.3030207664124	6.800000000000011	0.466666666666665	2	428.69272187633777	743.2987634091626																																		6.333333333333346	7.266666666666676																																		New Jersey	Alberta																																		United States	Canada																																	
Cerro de Pasco, Peru	584.7618819196011	179.48437237600945	8.206666666666674	0.18903262505010365	5	583.4904561401238	481.0163479627679	687.6313685435296	850.1498350797183	321.5214018718664																															7.966666666666674	8.266666666666673	8.000000000000007	8.400000000000006	8.400000000000006																															Alberta	Aargau	Saxony	Aargau	Aargau																															Canada	Switzerland	Germany	Switzerland	Switzerland																														
Barcelona, Venezuela	575.1639539962083	443.2044773796847	5.438095238095253	1.959059425387479	7	1184.3927107194663	110.3437168770561	379.33399609126735	1264.3243696081877	666.5356955735348	197.3333485223779	223.88384058156822																													4.200000000000021	3.500000000000023	4.30000000000002	3.2333333333333574	8.000000000000007	8.13333333333334	6.700000000000012																															England	England	Aargau	Aargau	Aargau																													None	None	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland																												
Manta, Ecuador	574.0947639813376	912.728686992707	7.650000000000008	1.4323316913599515	12	187.35337043701213	232.27647808890904	126.51811682376821	18.619095532846078	73.64545676398893	350.1703550596961	125.40668712535916	187.79163449484858	259.5070992990339	2796.1230647756265	2400.982483384132	130.74332599082982																								7.10000000000001	8.366666666666672	8.13333333333334	8.466666666666672	8.300000000000006	8.400000000000006	8.633333333333338	8.23333333333334	8.433333333333339	6.066666666666681	3.500000000000023	8.166666666666673																								Ontario	New South Wales	Aargau	Aargau	Aargau	Florida	California	Aargau	Aargau	England	England	Aargau																								Canada	Australia	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland																							
Temuco, Chile	567.891123696927	300.01669186434447	8.20833333333334	0.2660148283252052	4	322.66700294218225	580.2606949609362	315.1019542754348	1053.534842609155																																8.23333333333334	7.966666666666674	8.633333333333338	8.000000000000007																																Aargau	Aargau	Alberta	Aargau																																Switzerland	Switzerland	Canada	Switzerland																															
Curicó, Chile	562.2323986138122	337.73071418488695	8.066666666666674	0.415665463777996	4	162.5536617552424	477.7203067796892	1097.7067279806793	510.94889793963785																																8.23333333333334	8.533333333333339	7.400000000000009	8.100000000000007																																Aargau	Alberta	Aargau	Aargau																																Switzerland	Canada	Switzerland	Switzerland																															
Huacho, Peru	551.4854631731151	70.14400812542722	8.211111111111117	0.387138919781873	3	641.1259897337262	469.87247218335204	543.4579276022673																																	8.533333333333339	8.433333333333339	7.666666666666675																																	Aargau	Aargau	Alberta																																	Switzerland	Switzerland	Canada																																
El Tigre, Venezuela	551.2099932052118	56.370762438420904	8.244444444444449	0.6279498289308774	3	475.3602415271729	567.8838534304261	610.3858846580366																																	8.800000000000004	7.366666666666676	8.566666666666672																																	Aargau	Aargau	Aargau																																	Switzerland	Switzerland	Switzerland																																
Tarija, Bolivia	551.1226787592684	210.02825693264296	8.146666666666672	0.5268775948927777	5	725.4379959998411	478.6559391213801	812.1864377686059	529.2207599606122	210.11226094590288																															7.1333333333333435	8.466666666666672	8.566666666666672	8.433333333333339	8.13333333333334																															New York	Aargau	Aargau	Aargau	Alberta																															United States	Switzerland	Switzerland	Switzerland	Canada																														
Basseterre, Saint Kitts And Nevis	548.1427657266273	1429.4789009591452	7.6086419753086485	1.13875220833284	27	202.11857575854785	7734.645570903347	382.5375459944565	347.77500702509167	172.3408044982228	513.7189404347869	394.2561075767852	88.98956274290546	279.04218442853863	408.13864563647974	505.78733207026556	632.2927952831506	157.09019319371774	450.25036023505004	13.18296883895943	87.8975301410255	40.35361438672211	104.16161125526659	34.83379920808015	102.66915256322456	562.5089712336929	1040.687269353188	9.21416633862944	64.15840291918391	351.90924747861936	44.40656684572839	74.88774827527348									7.866666666666674	2.9666666666666917	7.30000000000001	7.20000000000001	7.766666666666675	5.800000000000015	6.700000000000012	8.266666666666673	6.566666666666679	8.300000000000006	7.866666666666674	7.4333333333333425	8.066666666666674	8.300000000000006	8.266666666666673	8.33333333333334	8.400000000000006	8.466666666666672	8.533333333333339	7.30000000000001	8.000000000000007	6.966666666666677	8.500000000000005	8.100000000000007	7.4333333333333425	8.066666666666674	8.666666666666671									Unknown	Unknown	Unknown	New South Wales	Stockholm	Ontario	Cordoba	California	Aargau	Aargau	New York	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Alberta	Alberta	Alberta	Aargau	Florida	Aargau	Aargau									Unknown	Unknown	Unknown	Australia	Sweden	Canada	Argentina	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Canada	Canada	Switzerland	United States	Switzerland	Switzerland								
Cali, Colombia	547.2939444341591	235.67493180954426	8.040000000000006	0.44591977355174894	5	350.16867993922364	544.2047017300472	229.83995435323087	760.9724529178426	851.2839332304512																															7.9000000000000075	8.766666666666671	8.200000000000006	7.933333333333341	7.400000000000009																															Cordoba	California	California	Aargau	Aargau																															Argentina	United States	United States	Switzerland	Switzerland																														
Villa Carlos Paz, Argentina	534.5076350837548	129.9520623213502	7.944444444444453	0.2910177967490833	3	706.075529941795	391.6741403923463	505.7732349171232																																	7.866666666666674	8.33333333333334	7.633333333333342																																	Aargau	Aargau	Aargau																																	Switzerland	Switzerland	Switzerland																																
Puerto Ayacucho, Venezuela	533.5017886760793	106.96960313269334	7.580000000000008	0.4973708654291846	5	395.7527888708094	648.376807225985	530.0894722628044	657.7401545806439	435.549720440154																															7.766666666666675	7.733333333333341	8.166666666666673	7.566666666666675	6.6666666666666785																															Baden-Württemberg	Aargau	California	California	Aargau																															Germany	Switzerland	United States	United States	Switzerland																														
Tingo María, Peru	532.4565546392101	178.4909202635189	8.366666666666672	0.2321398046197345	4	378.85916920873916	653.5532886751644	759.2434715626569	338.17028911028035																																8.066666666666674	8.500000000000005	8.23333333333334	8.666666666666671																																California	Aargau	Alberta	Aargau																																United States	Switzerland	Canada	Switzerland																															
Sabanalarga, Colombia	531.8213325599728	191.27152715012411	8.300000000000006	0.3535533905932725	4	354.3451566709424	329.08228698846483	694.9431371064398	748.9147494740442																																8.400000000000006	8.500000000000005	8.600000000000005	7.700000000000008																																Aargau	Aargau	Saxony	Baden-Württemberg																																Switzerland	Switzerland	Germany	Germany																															
Callao, Peru	529.8184774688748	323.68778832673047	7.323809523809534	1.4179925767950234	7	573.1425091032769	476.33902750297733	418.81425366026855	299.8854606595013	252.46310705959553	402.97057472575955	1285.1144095707446																													7.833333333333341	8.200000000000006	8.533333333333339	7.966666666666674	8.500000000000005	4.9666666666666845	5.2666666666666835																													New South Wales	Aargau	Aargau	Aargau	Aargau	England	England																													Australia	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom																												
Buenos Aires, Argentina	518.032070780148	512.1506298237231	6.683333333333345	1.187707096951154	6	37.415604222807936	277.3059094815915	507.27752229085667	603.351323299594	110.56795013279572	1572.2741152532426																														7.633333333333342	6.000000000000014	7.333333333333343	8.23333333333334	4.666666666666686	6.233333333333347																														New South Wales	California	Florida	Aargau	England	England																														Australia	United States	United States	Switzerland	United Kingdom	United Kingdom																													
