citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	dists39	dists40	dists41	dists42	dists43	dists44	dists45	dists46	dists47	dists48	dists49	dists50	dists51	dists52	dists53	dists54	dists55	dists56	dists57	dists58	dists59	dists60	dists61	dists62	dists63	dists64	dists65	dists66	dists67	dists68	dists69	dists70	dists71	dists72	dists73	dists74	dists75	dists76	dists77	dists78	dists79	dists80	dists81	dists82	dists83	dists84	dists85	dists86	dists87	dists88	dists89	dists90	dists91	dists92	dists93	dists94	dists95	dists96	dists97	dists98	dists99	dists100	dists101	dists102	dists103	dists104	dists105	dists106	dists107	dists108	dists109	dists110	dists111	dists112	dists113	dists114	dists115	dists116	dists117	dists118	dists119	dists120	dists121	dists122	dists123	dists124	dists125	dists126	dists127	dists128	dists129	dists130	dists131	dists132	dists133	dists134	dists135	dists136	dists137	dists138	dists139	dists140	dists141	dists142	dists143	dists144	dists145	dists146	dists147	dists148	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	times39	times40	times41	times42	times43	times44	times45	times46	times47	times48	times49	times50	times51	times52	times53	times54	times55	times56	times57	times58	times59	times60	times61	times62	times63	times64	times65	times66	times67	times68	times69	times70	times71	times72	times73	times74	times75	times76	times77	times78	times79	times80	times81	times82	times83	times84	times85	times86	times87	times88	times89	times90	times91	times92	times93	times94	times95	times96	times97	times98	times99	times100	times101	times102	times103	times104	times105	times106	times107	times108	times109	times110	times111	times112	times113	times114	times115	times116	times117	times118	times119	times120	times121	times122	times123	times124	times125	times126	times127	times128	times129	times130	times131	times132	times133	times134	times135	times136	times137	times138	times139	times140	times141	times142	times143	times144	times145	times146	times147	times148	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	region39	region40	region41	region42	region43	region44	region45	region46	region47	region48	region49	region50	region51	region52	region53	region54	region55	region56	region57	region58	region59	region60	region61	region62	region63	region64	region65	region66	region67	region68	region69	region70	region71	region72	region73	region74	region75	region76	region77	region78	region79	region80	region81	region82	region83	region84	region85	region86	region87	region88	region89	region90	region91	region92	region93	region94	region95	region96	region97	region98	region99	region100	region101	region102	region103	region104	region105	region106	region107	region108	region109	region110	region111	region112	region113	region114	region115	region116	region117	region118	region119	region120	region121	region122	region123	region124	region125	region126	region127	region128	region129	region130	region131	region132	region133	region134	region135	region136	region137	region138	region139	region140	region141	region142	region143	region144	region145	region146	region147	region148	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38	country39	country40	country41	country42	country43	country44	country45	country46	country47	country48	country49	country50	country51	country52	country53	country54	country55	country56	country57	country58	country59	country60	country61	country62	country63	country64	country65	country66	country67	country68	country69	country70	country71	country72	country73	country74	country75	country76	country77	country78	country79	country80	country81	country82	country83	country84	country85	country86	country87	country88	country89	country90	country91	country92	country93	country94	country95	country96	country97	country98	country99	country100	country101	country102	country103	country104	country105	country106	country107	country108	country109	country110	country111	country112	country113	country114	country115	country116	country117	country118	country119	country120	country121	country122	country123	country124	country125	country126	country127	country128	country129	country130	country131	country132	country133	country134	country135	country136	country137	country138	country139	country140	country141	country142	country143	country144	country145	country146	country147	country148
Sunnyvale, California, United States	512.7316346575609	614.57494425319	7.727777777777786	1.1266825552243651	12	281.0228066234875	58.32403115306533	521.9580105520149	680.1973240831652	210.42046425488175	38.39147966890416	2435.826635078224	227.82909369352407	658.9028872631928	380.66082167861884	184.0165580950779	475.22950374657546																																																																																																																																										7.4333333333333425	7.000000000000011	8.066666666666674	8.533333333333339	8.466666666666672	8.200000000000006	8.600000000000005	8.13333333333334	8.33333333333334	4.30000000000002	7.933333333333341	7.733333333333341																																																																																																																																										Connecticut	New York	Pennsylvania	Alberta	Aargau	California	California	Baden-Württemberg	Alberta	Hesse	Ontario	Ontario																																																																																																																																										United States	United States	United States	Canada	Switzerland	United States	United States	Germany	Canada	Germany	Canada	Canada																																																																																																																																									
St. George, Utah, United States	512.7309426271938	0	7.866666666666674	0	1	512.7309426271938																																																																																																																																																					7.866666666666674																																																																																																																																																					Aargau																																																																																																																																																					Switzerland																																																																																																																																																				
Montgomery, Alabama, United States	509.3123192942013	811.3603115549946	7.180952380952391	1.2772561293470612	7	96.93583291877306	89.75619051708071	30.227580436073236	577.5190026393756	148.2963316387021	168.54889681332128	2453.902400096083																																																																																																																																															4.30000000000002	7.633333333333342	8.166666666666673	7.466666666666676	7.966666666666674	6.600000000000012	8.13333333333334																																																																																																																																															Oregon	New York	North Carolina	Aargau	Ontario	Ontario	Aargau																																																																																																																																															United States	United States	United States	Switzerland	Canada	Canada	Switzerland																																																																																																																																														
Billings, Montana, United States	507.517753615982	690.8656783564061	6.837500000000011	0.8716901685805539	8	279.7901966342661	224.51264528183947	255.8484971705448	212.13354556257863	238.43408451239284	223.15342638459714	292.2246072519608	2334.045026129676																																																																																																																																														5.000000000000018	6.133333333333347	6.600000000000012	7.666666666666675	7.533333333333342	6.733333333333345	7.666666666666675	7.366666666666676																																																																																																																																														New York	British Columbia	California	Texas	California	California	Pennsylvania	Aargau																																																																																																																																														United States	Canada	United States	United States	United States	United States	United States	Switzerland																																																																																																																																													
Brownsville, Texas, United States	506.8643319477532	99.9788195994884	8.155555555555562	0.3695175366292407	3	386.3339083253151	631.1448488727283	503.11423864521606																																																																																																																																																			7.733333333333341	8.100000000000007	8.633333333333338																																																																																																																																																			New Jersey	Aargau	Florida																																																																																																																																																			United States	Switzerland	United States																																																																																																																																																		
Vista, California, United States	503.63270893015255	750.7177124837885	7.815151515151523	0.9975083743213043	11	590.194719178447	75.44570396327389	18.72271907198162	164.35758452823453	961.4530540213398	581.7396573510053	30.23231274507806	386.50771066853076	37.22336457621945	12.027488052315219	2682.0554840752525																																																																																																																																											7.866666666666674	8.23333333333334	6.433333333333346	6.566666666666679	7.6000000000000085	6.6666666666666785	8.600000000000005	8.433333333333339	8.066666666666674	7.500000000000009	10																																																																																																																																											Massachusetts	Alberta	California	Michigan	England	England	Alberta	Aargau	Alberta	Aargau	Ontario																																																																																																																																											United States	Canada	United States	United States	United Kingdom	United Kingdom	Canada	Switzerland	Canada	Switzerland	Canada																																																																																																																																										
Saltillo, Coahuila de Zaragoza, Mexico	500.7626573908767	262.8841385724522	6.957777777777789	1.1910136776069804	30	80.33509569908527	545.2081338984357	440.01310230446063	321.6811348311279	714.4213191045536	524.842239775357	535.3760848425584	221.53976667109012	593.6471912351333	359.1975616731509	403.3722949166665	391.6377647400997	671.3767384026139	1048.9018049085496	677.7704947351465	698.7789138902323	681.6996098556091	792.0429167116434	118.56173630193109	528.618146537956	858.832792967738	371.4471490452877	55.158167572188674	136.67614671368077	442.0845199248425	946.9135120846912	624.3813754201904	801.2427400152407	412.6606300326567	24.460636914384825																																																																																																																								6.833333333333345	6.000000000000014	5.833333333333348	6.900000000000011	7.233333333333343	7.766666666666675	4.233333333333354	8.700000000000005	7.10000000000001	7.366666666666676	7.266666666666676	7.10000000000001	5.933333333333348	6.833333333333345	8.03333333333334	7.866666666666674	8.000000000000007	7.366666666666676	6.233333333333347	8.400000000000006	7.400000000000009	5.933333333333348	8.000000000000007	6.966666666666677	3.933333333333355	4.833333333333352	8.533333333333339	8.466666666666672	7.6000000000000085	6.066666666666681																																																																																																																								New Jersey	Illinois	Zurich	Pennsylvania	Texas	Pennsylvania	Saxony	California	Michigan	Pennsylvania	Pennsylvania	Pennsylvania	Wisconsin	North Carolina	California	California	Pennsylvania	Alberta	Texas	Alberta	New York	Aargau	Aargau	Aargau	England	England	Alberta	Aargau	Ontario	Ontario																																																																																																																								United States	United States	Switzerland	United States	United States	United States	Germany	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	Canada	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Canada	Switzerland	Canada	Canada																																																																																																																							
Santa Rosa, California, United States	500.6292773637819	178.4106774618109	7.855555555555564	0.5111111111111093	9	633.9788648321121	135.71888079056995	654.0984953708269	633.8757375977182	553.5728762321621	626.0213010539742	337.92830860814763	312.3933717830767	618.0756600054483																																																																																																																																													7.9000000000000075	6.566666666666679	8.066666666666674	8.100000000000007	8.266666666666673	8.266666666666673	7.833333333333341	8.200000000000006	7.500000000000009																																																																																																																																													Massachusetts	Texas	Pennsylvania	Pennsylvania	Aargau	Pennsylvania	Aargau	Aargau	Ontario																																																																																																																																													United States	United States	United States	United States	Switzerland	United States	Switzerland	Switzerland	Canada																																																																																																																																												
Puebla, Puebla, Mexico	499.87359522277364	380.7727255881329	6.949425287356333	1.1672944350325063	29	144.35772044838046	452.69769077908757	404.6474895307952	928.6286046448018	1920.552748226314	319.07317511910685	1020.1000509516881	230.23278596302265	445.52550618762484	1203.4585863347231	267.39755414081804	232.7968476291868	818.663741466062	230.0616459295294	577.8714733194507	172.05028876197076	656.0594371003784	336.6225864124519	538.7883020156527	292.47109224671243	236.73221816141165	74.93843395593333	513.0415276637331	675.5652932268009	359.61470757485597	374.18872206089037	151.21629060986461	602.1646664262371	316.81507457295425																																																																																																																									4.666666666666686	6.966666666666677	7.566666666666675	7.500000000000009	6.133333333333347	6.766666666666678	5.7333333333333485	6.966666666666677	5.166666666666684	5.900000000000015	6.466666666666679	7.266666666666676	4.866666666666685	7.9000000000000075	4.600000000000019	7.30000000000001	8.266666666666673	8.633333333333338	8.300000000000006	8.000000000000007	5.800000000000015	7.800000000000008	7.933333333333341	6.833333333333345	8.33333333333334	8.33333333333334	7.4333333333333425	6.233333333333347	7.866666666666674																																																																																																																									Illinois	Oregon	Vermont	Ontario	New York	Illinois	California	Massachusetts	Illinois	California	Pennsylvania	Pennsylvania	Arizona	New York	California	Florida	California	Florida	New York	Pennsylvania	Pennsylvania	Pennsylvania	Aargau	Pennsylvania	Alberta	Aargau	Alberta	Brussels Capital	Ontario																																																																																																																									United States	United States	United States	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	Canada	Switzerland	Canada	Belgium	Canada																																																																																																																								
Tehuacán, Puebla, Mexico	499.1071500067812	366.26672670880794	6.344444444444457	2.115634252237753	21	274.5702333611746	106.204307745916	259.7745330268575	487.06428902036146	364.6022860658016	896.1525410038508	528.2750414808899	468.5578198416126	261.6003935630814	192.8982080077246	454.4408864266792	80.59626472356948	183.95635375255392	252.016031699578	920.3853534473865	1597.7860063318506	1085.6450678681203	237.85261721285832	471.55592944596054	796.2616388810386	561.05434723554																																																																																																																																	4.866666666666685	8.566666666666672	7.6000000000000085	5.366666666666683	8.533333333333339	8.23333333333334	7.20000000000001	0.23333333333335882	3.7000000000000224	7.733333333333341	7.533333333333342	8.200000000000006	4.266666666666687	8.000000000000007	7.000000000000011	6.833333333333345	6.066666666666681	5.766666666666682	6.6666666666666785	2.7666666666666924	8.100000000000007																																																																																																																																	California	California	Michigan	Virginia	Washington	Connecticut	Massachusetts	Florida	New York	California	North Carolina	California	Massachusetts	Alberta	Massachusetts	Missouri	Georgia	England	England	California	Ontario																																																																																																																																	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	United States	United States	United Kingdom	United Kingdom	United States	Canada																																																																																																																																
Helena, Montana, United States	497.8779554305608	753.9173817284036	6.220833333333346	1.9872816092452579	16	802.9618906960162	26.342839113862865	46.23585048477367	70.73797151184563	457.56166074017085	144.80743630509664	123.54670092807326	101.91616445902244	144.2871238465119	2155.514595025026	32.261747966241195	146.92487837291986	974.5339166770116	2548.280579536731	77.73623089715342	112.39770032851756																																																																																																																																						6.566666666666679	7.30000000000001	5.666666666666682	5.300000000000017	0.5333333333333588	5.933333333333348	7.666666666666675	8.33333333333334	7.733333333333341	7.233333333333343	7.9000000000000075	5.566666666666682	2.9000000000000252	5.900000000000015	8.13333333333334	6.866666666666678																																																																																																																																						New York	New Jersey	Illinois	Illinois	Illinois	New Jersey	Minnesota	Pennsylvania	Pennsylvania	Aargau	Oklahoma	New York	Florida	Aargau	Alberta	Saxony																																																																																																																																						United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	United States	Switzerland	Canada	Germany																																																																																																																																					
Bellingham, Washington, United States	496.3782654706592	1025.2749777304084	5.618181818181834	1.4964850153895852	11	213.0068798257857	229.09022349909526	225.15454215109918	112.44483804598784	3734.9367084293926	163.53199405923516	133.19900034766556	65.49441338627575	181.78857064608454	202.87400911121057	198.63974067541898																																																																																																																																											5.866666666666681	5.933333333333348	2.53333333333336	6.300000000000013	5.100000000000017	6.300000000000013	7.733333333333341	6.633333333333345	4.766666666666685	3.4000000000000234	7.233333333333343																																																																																																																																											North Dakota	Texas	Manitoba	Florida	New York	Massachusetts	Alberta	Aargau	Michigan	Aargau	Ontario																																																																																																																																											United States	United States	Canada	United States	United States	United States	Canada	Switzerland	United States	Switzerland	Canada																																																																																																																																										
Eau Claire, Wisconsin, United States	495.50930421237985	791.0049934389839	6.90000000000001	2.228165663100971	8	118.95068046986566	2579.6785087544877	162.87533513836055	300.5357884580985	299.9589751821676	86.5314000713186	217.89564538997962	197.64810023476016																																																																																																																																														7.766666666666675	9.533333333333335	8.266666666666673	6.766666666666678	7.766666666666675	7.766666666666675	1.7000000000000275	5.633333333333349																																																																																																																																														New York	North Dakota	Texas	North Carolina	California	North Carolina	California	Ontario																																																																																																																																														United States	United States	United States	United States	United States	United States	United States	Canada																																																																																																																																													
Morelia, Michoacán de Ocampo, Mexico	494.7140131966241	580.6467195725855	6.8438095238095356	1.4115570920215261	35	157.81893168157046	81.89129422130266	318.3847402370264	162.24765445894627	137.94104774696376	147.5984521425148	1547.7382295150232	227.70810100970394	1382.7573266303882	3064.827714054115	436.24381151303476	171.26033366854486	186.20631304323797	1114.1751168160247	219.72878284933807	162.7891173267796	174.03847348130728	327.7080535941007	683.2507537277284	133.8654735506342	438.35493682574594	139.387179333155	651.6856653018017	216.02069042875667	416.7060117080768	1209.2302897442662	471.5512573501526	587.7611615219791	123.30471849086256	193.47207732438562	380.9063106059971	68.07008901655837	433.7297905786445	195.05115739200272	951.5794049911736																																																																																																																			3.2666666666666906	7.966666666666674	8.000000000000007	8.166666666666673	6.066666666666681	5.300000000000017	7.4333333333333425	8.03333333333334	6.16666666666668	8.600000000000005	4.166666666666687	8.000000000000007	7.566666666666675	5.833333333333348	7.700000000000008	7.400000000000009	5.43333333333335	5.700000000000015	6.033333333333347	8.13333333333334	8.100000000000007	8.23333333333334	7.633333333333342	7.766666666666675	6.16666666666668	6.033333333333347	5.533333333333349	8.03333333333334	8.23333333333334	8.433333333333339	8.166666666666673	6.800000000000011	4.466666666666686	4.30000000000002	6.6666666666666785																																																																																																																			Illinois	Washington	California	Michigan	Illinois	New York	Washington	New York	Michigan	Florida	New York	California	Pennsylvania	Wisconsin	North Carolina	Pennsylvania	Washington	Vermont	Arizona	Pennsylvania	Alberta	Pennsylvania	Pennsylvania	Pennsylvania	England	England	Ontario	Aargau	Alberta	Ontario	Ontario	Ontario	Saarland	Saarland	England																																																																																																																			United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	United States	United States	United Kingdom	United Kingdom	Canada	Switzerland	Canada	Canada	Canada	Canada	Germany	Germany	United Kingdom																																																																																																																		
Kennewick, Washington, United States	493.0912656616841	633.5250286641973	7.0388888888888985	0.5111413034560635	6	100.78223913444279	236.16013581164844	197.71480954110498	1904.4019535536752	271.0801286909255	248.40832723830792																																																																																																																																																7.20000000000001	6.966666666666677	6.100000000000014	6.833333333333345	7.733333333333341	7.400000000000009																																																																																																																																																Florida	Florida	New York	New York	Alberta	Ontario																																																																																																																																																United States	United States	United States	United States	Canada	Canada																																																																																																																																															
Fargo, North Dakota, United States	492.1237525822383	447.5686253674668	7.153333333333341	0.922580920871199	10	1502.8076931926798	264.57993127893855	701.0202605954771	249.8895673215253	1126.7042325404786	279.2408795837167	134.6608876165319	256.7351215881139	323.1890303608814	82.40992174403979																																																																																																																																												5.500000000000016	8.300000000000006	7.866666666666674	7.500000000000009	7.533333333333342	7.1333333333333435	8.066666666666674	6.566666666666679	5.600000000000016	7.466666666666676																																																																																																																																												Oregon	Illinois	Quebec	Florida	Aargau	California	California	Alberta	Ontario	Ontario																																																																																																																																												United States	United States	Canada	United States	Switzerland	United States	United States	Canada	Canada	Canada																																																																																																																																											
Roseau, Dominica	491.69052149887074	648.8802905269191	6.680059523809534	1.9172900633271637	112	45.49049308612585	255.50485184990714	1116.3671122354533	1321.3186712318081	1130.3132063305095	974.9774703546175	2912.7616920603496	1400.8869099957967	1413.1554747158102	19.697844951566232	870.11035766277	1131.3539372880184	1704.448384799181	1721.06883766283	259.38776486273855	1018.5127983289749	1106.4283439347728	1435.3341952556425	122.60587559000803	481.7637197383265	52.2021846396931	40.57490543210731	168.8631253858266	1077.0648348170648	46.863334884142645	1281.4497491662528	93.41817986739798	150.24756424931823	1056.9099230182396	43.34811012970326	114.53733752049749	149.75737832629414	149.75737832629414	165.57841805448442	103.72454114027394	80.7976875532008	607.6242651026689	558.484856812221	1860.5766827730997	676.3901343346337	107.67970641646833	60.59958577369068	1004.0598608024227	618.3019389059083	27.86888335021972	163.46905009967008	126.20098508535561	239.05477318833974	437.73949397088154	126.30431327649046	81.064997783487	84.91407813071488	47.662150970008405	37.120392735475825	87.29757654281845	12.313841748736307	63.222228677731586	17.050813008225703	71.47790208242631	58.4024264701647	60.20780795844224	10.153307577275951	55.7370158189598	71.51948935052219	925.5446543969017	47.82688886219515	1071.1426738459547	623.8902112768221	1192.7069452172964	41.585446255954544	453.110815444649	624.7296131936821	2933.0378630721066	108.13816202024867	44.82210762789758	119.91469783759808	33.35980626654623	619.2896208600727	83.99351806249902	92.69199592810527	53.18734738388006	93.41817986739798	1007.5677719587552	181.02334775611337	59.8121807617421	1796.3006798404456	12.881238173676492	108.64236100577797	107.02284880216921	2999.3621713509197	637.2918153243254	86.47829602218421	12.205681245043367	1244.7232073987473	85.6032267026117	73.5840259822654	30.595789993127646	21.84017190508517	42.5841076119487	20.831256005082476	21.446705534526256	106.90184765542423	1372.0098698183854	756.4515983122434	120.74363765042202	10.760063704420789	29.91302172699789	1047.6273088436053	1083.022332415604	71.7680851031029	71.66435364234421	97.2077050135604																																						7.800000000000008	2.3333333333333606	6.066666666666681	2.43333333333336	5.100000000000017	7.6000000000000085	7.833333333333341	7.866666666666674	7.866666666666674	8.100000000000007	6.133333333333347	5.466666666666683	6.633333333333345	4.000000000000021	8.03333333333334	2.2000000000000277	7.1333333333333435	5.566666666666682	5.43333333333335	3.766666666666689	7.700000000000008	8.03333333333334	7.833333333333341	5.066666666666684	6.700000000000012	6.966666666666677	3.766666666666689	5.300000000000017	6.533333333333346	4.233333333333354	7.800000000000008	7.20000000000001	8.000000000000007	8.500000000000005	8.13333333333334	7.10000000000001	6.400000000000013	5.833333333333348	3.800000000000022	6.833333333333345	6.933333333333344	8.266666666666673	7.833333333333341	8.166666666666673	7.933333333333341	3.2666666666666906	7.800000000000008	8.23333333333334	6.733333333333345	8.03333333333334	7.800000000000008	8.100000000000007	8.23333333333334	8.600000000000005	7.666666666666675	7.366666666666676	7.833333333333341	8.066666666666674	8.100000000000007	8.366666666666672	7.866666666666674	8.066666666666674	8.400000000000006	7.700000000000008	1.8666666666666947	8.300000000000006	3.9000000000000217	4.8000000000000185	1.0666666666666922	7.633333333333342	5.866666666666681	0.9333333333333587	6.100000000000014	8.100000000000007	8.03333333333334	8.100000000000007	7.466666666666676	6.233333333333347	7.9000000000000075	8.03333333333334	8.366666666666672	8.000000000000007	8.000000000000007	6.500000000000012	8.066666666666674	6.900000000000011	4.9666666666666845	5.466666666666683	8.400000000000006	6.966666666666677	2.400000000000027	8.200000000000006	7.800000000000008	1.666666666666694	8.300000000000006	8.13333333333334	6.900000000000011	8.500000000000005	7.6000000000000085	8.03333333333334	8.200000000000006	8.266666666666673	5.400000000000016	5.800000000000015	7.400000000000009	7.700000000000008	8.000000000000007	6.033333333333347	1.3666666666666931	6.566666666666679	7.266666666666676	8.200000000000006																																						Unknown	Unknown	Unknown	California	Illinois	Michigan	Texas	Washington	Washington	Washington	Harjumaa	Pennsylvania	Louisiana	Connecticut	New York	Florida	British Columbia	California	North Carolina	Massachusetts	North Carolina	North Carolina	California	Missouri	Pennsylvania	Aargau	Oklahoma	New York	Florida	California	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	California	Florida	New York	Florida	Aargau	Alberta	Florida	New York	Aargau	Alberta	Wisconsin	North Carolina	North Carolina	Aargau	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Alberta	Pennsylvania	Alberta	Pennsylvania	Alberta	Pennsylvania	Alberta	Alberta	Alberta	Indiana	Pennsylvania	Vermont	Vermont	Washington	Pennsylvania	Aargau	California	British Columbia	Alberta	Aargau	Aargau	Aargau	Texas	Aargau	Aargau	Aargau	Aargau	California	California	Aargau	Baden-Württemberg	California	Pennsylvania	Aargau	British Columbia	Texas	Alberta	Alberta	Brussels Capital	Aargau	Alberta	Aargau	Alberta	Aargau	Alberta	Aargau	Alberta	Texas	Ontario	Ontario	Ontario	Ontario	Texas	Colorado	Colorado	Ontario	Ontario																																						Unknown	Unknown	Unknown	United States	United States	United States	United States	United States	United States	United States	Estonia	United States	United States	United States	United States	United States	Canada	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	Canada	United States	United States	Switzerland	Canada	United States	United States	United States	Switzerland	United States	United States	United States	United States	United States	Canada	Canada	United States	Canada	United States	Canada	United States	Canada	Canada	Canada	United States	United States	United States	United States	United States	United States	Switzerland	United States	Canada	Canada	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland	Germany	United States	United States	Switzerland	Canada	United States	Canada	Canada	Belgium	Switzerland	Canada	Switzerland	Canada	Switzerland	Canada	Switzerland	Canada	United States	Canada	Canada	Canada	Canada	United States	United States	United States	Canada	Canada																																					
