citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	dists39	dists40	dists41	dists42	dists43	dists44	dists45	dists46	dists47	dists48	dists49	dists50	dists51	dists52	dists53	dists54	dists55	dists56	dists57	dists58	dists59	dists60	dists61	dists62	dists63	dists64	dists65	dists66	dists67	dists68	dists69	dists70	dists71	dists72	dists73	dists74	dists75	dists76	dists77	dists78	dists79	dists80	dists81	dists82	dists83	dists84	dists85	dists86	dists87	dists88	dists89	dists90	dists91	dists92	dists93	dists94	dists95	dists96	dists97	dists98	dists99	dists100	dists101	dists102	dists103	dists104	dists105	dists106	dists107	dists108	dists109	dists110	dists111	dists112	dists113	dists114	dists115	dists116	dists117	dists118	dists119	dists120	dists121	dists122	dists123	dists124	dists125	dists126	dists127	dists128	dists129	dists130	dists131	dists132	dists133	dists134	dists135	dists136	dists137	dists138	dists139	dists140	dists141	dists142	dists143	dists144	dists145	dists146	dists147	dists148	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	times39	times40	times41	times42	times43	times44	times45	times46	times47	times48	times49	times50	times51	times52	times53	times54	times55	times56	times57	times58	times59	times60	times61	times62	times63	times64	times65	times66	times67	times68	times69	times70	times71	times72	times73	times74	times75	times76	times77	times78	times79	times80	times81	times82	times83	times84	times85	times86	times87	times88	times89	times90	times91	times92	times93	times94	times95	times96	times97	times98	times99	times100	times101	times102	times103	times104	times105	times106	times107	times108	times109	times110	times111	times112	times113	times114	times115	times116	times117	times118	times119	times120	times121	times122	times123	times124	times125	times126	times127	times128	times129	times130	times131	times132	times133	times134	times135	times136	times137	times138	times139	times140	times141	times142	times143	times144	times145	times146	times147	times148	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	region39	region40	region41	region42	region43	region44	region45	region46	region47	region48	region49	region50	region51	region52	region53	region54	region55	region56	region57	region58	region59	region60	region61	region62	region63	region64	region65	region66	region67	region68	region69	region70	region71	region72	region73	region74	region75	region76	region77	region78	region79	region80	region81	region82	region83	region84	region85	region86	region87	region88	region89	region90	region91	region92	region93	region94	region95	region96	region97	region98	region99	region100	region101	region102	region103	region104	region105	region106	region107	region108	region109	region110	region111	region112	region113	region114	region115	region116	region117	region118	region119	region120	region121	region122	region123	region124	region125	region126	region127	region128	region129	region130	region131	region132	region133	region134	region135	region136	region137	region138	region139	region140	region141	region142	region143	region144	region145	region146	region147	region148	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38	country39	country40	country41	country42	country43	country44	country45	country46	country47	country48	country49	country50	country51	country52	country53	country54	country55	country56	country57	country58	country59	country60	country61	country62	country63	country64	country65	country66	country67	country68	country69	country70	country71	country72	country73	country74	country75	country76	country77	country78	country79	country80	country81	country82	country83	country84	country85	country86	country87	country88	country89	country90	country91	country92	country93	country94	country95	country96	country97	country98	country99	country100	country101	country102	country103	country104	country105	country106	country107	country108	country109	country110	country111	country112	country113	country114	country115	country116	country117	country118	country119	country120	country121	country122	country123	country124	country125	country126	country127	country128	country129	country130	country131	country132	country133	country134	country135	country136	country137	country138	country139	country140	country141	country142	country143	country144	country145	country146	country147	country148
Columbus, Georgia, United States	140.5811004788981	63.60036095330149	6.596296296296308	1.4895060449315072	9	137.07908499682716	88.88185705814435	217.39440961279314	114.46898880608974	181.11475072621263	119.01995554665537	10.453584409566975	224.94891189403566	171.86836125975788																																																																																																																																													6.566666666666679	3.6000000000000227	7.400000000000009	8.000000000000007	7.400000000000009	6.533333333333346	8.23333333333334	7.20000000000001	4.433333333333353																																																																																																																																													Illinois	New York	Ontario	California	Pennsylvania	Wisconsin	North Carolina	Pennsylvania	Texas																																																																																																																																													United States	United States	Canada	United States	United States	United States	United States	United States	United States																																																																																																																																												
Muskegon, Michigan, United States	140.10660534748578	78.74681535894365	6.972222222222233	1.303615579934093	6	100.9546091735454	67.82798886887687	250.73663019106215	96.67323448165064	249.8178388312249	74.62933053855463																																																																																																																																																7.700000000000008	6.500000000000012	7.933333333333341	4.30000000000002	7.30000000000001	8.100000000000007																																																																																																																																																Pennsylvania	New Jersey	Florida	New York	Aargau	Pennsylvania																																																																																																																																																United States	United States	United States	United States	Switzerland	United States																																																																																																																																															
Lansing, Michigan, United States	139.499345865437	123.53701591378196	6.037500000000014	1.6953725827806772	8	18.133685713655428	230.90817399607053	12.764633855704863	64.02309771963695	59.86216466450626	399.0680436560787	198.521146634708	132.71382068313508																																																																																																																																														6.233333333333347	4.266666666666687	7.166666666666677	7.966666666666674	8.500000000000005	3.200000000000024	5.2666666666666835	5.700000000000015																																																																																																																																														Illinois	New Jersey	Florida	Pennsylvania	Alberta	British Columbia	England	England																																																																																																																																														United States	United States	United States	United States	Canada	Canada	United Kingdom	United Kingdom																																																																																																																																													
Rockford, Illinois, United States	136.17604780659838	87.06450492755548	6.996296296296307	1.1161490723530925	9	48.874968788561084	99.73314914619705	141.63927519313503	129.9622848314154	73.97762532852549	148.75086658107037	345.94737251996645	190.93620957164566	45.7626782988688																																																																																																																																													6.733333333333345	4.9666666666666845	5.800000000000015	7.9000000000000075	8.400000000000006	8.13333333333334	8.000000000000007	6.36666666666668	6.6666666666666785																																																																																																																																													Missouri	Ontario	Ontario	California	Illinois	Alberta	Aargau	Ontario	Ontario																																																																																																																																													United States	Canada	Canada	United States	United States	Canada	Switzerland	Canada	Canada																																																																																																																																												
Green Bay, Wisconsin, United States	135.84425407788783	160.1342531997376	7.408333333333342	0.8497957270884414	8	21.511493261293662	59.77761408089193	90.22238656694125	553.0215075992994	119.33160921651263	104.69602387503771	66.43672572992237	71.75667229320364																																																																																																																																														7.700000000000008	6.766666666666678	5.666666666666682	7.800000000000008	7.20000000000001	7.30000000000001	8.366666666666672	8.466666666666672																																																																																																																																														Washington	California	Wisconsin	Aargau	Pennsylvania	Alberta	Pennsylvania	Pennsylvania																																																																																																																																														United States	United States	United States	Switzerland	United States	Canada	United States	United States																																																																																																																																													
Cincinnati, Ohio, United States	135.5106128275289	119.60189028128255	5.300000000000016	1.909125953090021	7	293.50869734420337	156.79866794785636	23.82902418608709	330.9232003211002	73.22790368110671	31.23436391169316	39.05243240065522																																																																																																																																															6.16666666666668	4.0333333333333545	8.366666666666672	1.666666666666694	5.900000000000015	5.7333333333333485	5.23333333333335																																																																																																																																															Illinois	Tel Aviv	New York	New York	Illinois	Illinois	Ontario																																																																																																																																															United States	Israel	United States	United States	United States	United States	Canada																																																																																																																																														
Ponce, Puerto Rico	135.254338496674	309.5276962635123	7.425925925925939	1.479547348567437	108	41.48702158260914	48.76984866658192	51.53682950366319	599.3060500644693	1381.6421333918622	36.77405537181619	27.38433542638187	50.56134613115342	83.47649882165642	99.02467048460858	504.8218377105402	34.595800939002345	51.81862705841532	45.34192992242972	37.129130576598726	39.29491146896249	39.60123072509767	52.96512520802907	29.643571938553183	51.0338802758308	38.46056421671394	33.626442663518944	34.69517425323931	32.229434130377534	1262.574898604428	45.116536140077145	63.123774656351614	53.196113687548156	60.64187286310065	64.07557722009659	58.409697567108125	68.18414133743212	11.51224149398587	30.62453953739964	26.63461925583015	27.1927816717485	12.379285597501395	68.7250385380661	1320.7753484455118	27.693429285868085	45.34192992242972	21.586923256797288	61.11296269304557	11.51224149398587	48.96395353163664	188.018819832087	8.290485058984988	44.68067063760583	41.206599777436445	37.09404609323437	29.896359829517294	35.29315760217697	43.97344049407943	57.70692115875267	26.577005105514868	78.47977838996198	14.401433905717049	39.79571095506892	41.206599777436445	50.65621415079084	24.198383813527833	38.377622664320576	29.75221602228309	39.02261409971194	4.041655250567321	1205.9335052520364	23.20235364892566	23.20235364892566	12.93644335782619	51.69273646718905	37.09404609323437	49.96661967869745	44.161512006786815	15.269619906377006	46.621747167629394	75.64308664077207	36.89350964279774	33.05973933354276	1424.0730201912827	1370.258268418647	36.62667299971592	25.604979359770326	66.41304127249013	120.45310092439405	48.91452439608645	32.59343956473781	48.597014474474626	53.64922071014036	66.41304127249013	67.9706493881674	72.692788172519	11.880093444068839	35.29315760217697	11.966349379242763	457.15643935027504	38.615875394465284	43.82150992225938	46.755595699431005	48.597014474474626	53.5524078931802	33.417300606798605	37.09404609323437	9.721897853881234	803.9248561393503	35.07977046248683	33.614754562805594	86.51535382433993	23.257008997827462																																										7.933333333333341	8.23333333333334	7.933333333333341	7.30000000000001	6.300000000000013	5.866666666666681	6.800000000000011	7.066666666666677	7.733333333333341	8.400000000000006	5.23333333333335	7.566666666666675	7.233333333333343	5.33333333333335	6.16666666666668	6.600000000000012	7.266666666666676	8.066666666666674	7.6000000000000085	8.266666666666673	7.966666666666674	8.000000000000007	7.466666666666676	5.100000000000017	8.300000000000006	7.233333333333343	5.43333333333335	7.666666666666675	6.066666666666681	6.433333333333346	8.33333333333334	8.166666666666673	7.966666666666674	8.266666666666673	7.700000000000008	7.400000000000009	7.666666666666675	8.23333333333334	6.966666666666677	7.633333333333342	8.03333333333334	8.33333333333334	7.500000000000009	8.400000000000006	7.833333333333341	6.333333333333346	8.300000000000006	9.300000000000002	6.033333333333347	8.900000000000004	8.200000000000006	8.86666666666667	8.03333333333334	8.000000000000007	8.466666666666672	8.13333333333334	7.966666666666674	8.633333333333338	7.933333333333341	8.066666666666674	8.23333333333334	7.633333333333342	5.666666666666682	8.300000000000006	8.600000000000005	2.53333333333336	8.166666666666673	8.200000000000006	8.13333333333334	9.033333333333337	8.766666666666671	9.06666666666667	8.23333333333334	8.600000000000005	8.03333333333334	8.33333333333334	6.533333333333346	8.900000000000004	2.2000000000000277	6.866666666666678	5.43333333333335	9.06666666666667	5.700000000000015	1.0666666666666922	5.866666666666681	7.933333333333341	8.400000000000006	4.266666666666687	8.200000000000006	7.633333333333342	7.833333333333341	8.566666666666672	7.766666666666675	8.733333333333338	5.900000000000015	7.000000000000011	7.4333333333333425	8.03333333333334	7.466666666666676	8.300000000000006	8.700000000000005	7.633333333333342	8.933333333333337	1.966666666666695	6.766666666666678	8.23333333333334	8.200000000000006	8.766666666666671																																										New York	Washington	Washington	Louisiana	Pennsylvania	Connecticut	Connecticut	Connecticut	New York	New York	Illinois	Pennsylvania	Pennsylvania	California	California	Massachusetts	North Carolina	Pennsylvania	Pennsylvania	North Carolina	North Carolina	North Carolina	North Carolina	New York	Florida	New York	Florida	Pennsylvania	New Jersey	California	California	California	Pennsylvania	Pennsylvania	Pennsylvania	California	Pennsylvania	Florida	New York	Aargau	California	California	Alberta	Pennsylvania	Ontario	Aargau	Pennsylvania	Aargau	Wisconsin	Aargau	Alberta	Aargau	Pennsylvania	Alberta	Pennsylvania	Alberta	Pennsylvania	Alberta	New York	Alberta	Alberta	Alberta	California	Alberta	Alberta	Indiana	Pennsylvania	Pennsylvania	Pennsylvania	Aargau	Aargau	Aargau	Alberta	Alberta	Aargau	Pennsylvania	California	Aargau	England	England	Indiana	Aargau	England	England	North Rhine-Westphalia	Alberta	Aargau	Ontario	California	California	Baden-Württemberg	Alberta	California	Aargau	Ontario	Ontario	Ontario	Ontario	Ontario	Ontario	Aargau	Ontario	Aargau	Colorado	Colorado	Ontario	Ontario	Aargau																																										United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	Canada	United States	Canada	Switzerland	United States	Switzerland	United States	Switzerland	Canada	Switzerland	United States	Canada	United States	Canada	United States	Canada	United States	Canada	Canada	Canada	United States	Canada	Canada	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland	Canada	Canada	Switzerland	United States	United States	Switzerland	United Kingdom	United Kingdom	United States	Switzerland	United Kingdom	United Kingdom	Germany	Canada	Switzerland	Canada	United States	United States	Germany	Canada	United States	Switzerland	Canada	Canada	Canada	Canada	Canada	Canada	Switzerland	Canada	Switzerland	United States	United States	Canada	Canada	Switzerland																																									
Cary, North Carolina, United States	134.54862318046128	106.12845683546102	6.5148148148148275	1.5211359555726962	9	172.44860533810854	192.53741107343168	121.78461221840766	38.87213787045338	24.390361456195283	45.93302426814429	57.153047727391844	179.9252933025038	377.89311536951493																																																																																																																																													6.833333333333345	7.466666666666676	2.400000000000027	7.1333333333333435	6.100000000000014	6.933333333333344	7.833333333333341	7.033333333333344	6.900000000000011																																																																																																																																													Washington	California	Michigan	Illinois	North Carolina	Michigan	North Carolina	Pennsylvania	Ontario																																																																																																																																													United States	United States	United States	United States	United States	United States	United States	United States	Canada																																																																																																																																												
Stamford, Connecticut, United States	133.04577963296845	51.98764649547527	4.941666666666682	2.936397547260165	4	159.4578730927107	205.10680339847892	89.8089842433866	77.80945779729751																																																																																																																																																		4.066666666666688	0.5666666666666921	6.933333333333344	8.200000000000006																																																																																																																																																		Florida	New York	California	North Carolina																																																																																																																																																		United States	United States	United States	United States																																																																																																																																																	
Kingston, Jamaica	132.86151530289493	254.92089829214083	7.224610591900322	1.703410155180639	107	62.158955205846574	66.2339325667707	74.12769751023261	63.03095195216584	29.70629148976953	75.70248305108711	113.06082322878443	1098.15760162472	732.1081610953198	120.72058393636128	64.62163163727952	48.077105231151144	42.66511733140964	90.13037377952854	74.46957965045992	75.97948387382095	102.23392635680028	60.186042457025906	77.5647252915717	95.09172271623028	34.28008121738493	161.48747429251048	40.00598059869989	437.19551192543196	56.31114133364605	57.20661724294164	71.0358925585802	71.0358925585802	64.53155626436022	71.0358925585802	59.98886712397987	42.66510471058359	51.90319344355105	25.845970617482756	60.14791841120772	33.28945397918284	61.19730803692177	386.82662697895154	48.077105231151144	20.29451658192519	95.99527839186554	90.53553330518841	42.66510471058359	723.2301232998062	80.87117587462123	421.39040251202795	66.71145469010347	95.76687225912768	39.2312928409204	87.54033844991851	39.2312928409204	21.99501393842656	72.83408182238544	20.886813662378856	30.78705211801394	15.629043929179822	1772.0412228944442	63.91703734708177	554.7607007996303	20.03480168596988	19.41130837907813	28.635845557623202	43.996476434238865	81.80251135416114	76.3302100249727	110.885756759784	138.1981757231803	69.47693347761683	90.72641287046352	34.25177764199338	34.735391985086466	90.72641287046352	108.17657441958437	87.05776255136911	69.47693347761683	53.35331255181354	28.03007008124441	93.10622309720459	84.43549539843126	62.79238148932956	39.45647809226127	68.51518324735255	46.69413909084138	1191.3373908613264	471.9946819715851	107.32956025489693	86.83508133951835	48.077105231151144	33.085808319564286	735.3046080498355	113.44994603006846	23.70772233823119	74.56787600614541	27.074680923284827	38.38322934266714	61.85734959690491	29.134228665675742	8.657706533442543	6.7856042043366385	57.43087485870092	28.351438321216907	14.115326871324477	5.523335419246977	18.230927982763568	35.808272042714634	29.134228665675742	33.28945397918284																																											6.633333333333345	6.633333333333345	6.6666666666666785	2.366666666666694	5.500000000000016	6.500000000000012	7.6000000000000085	5.533333333333349	1.133333333333359	6.633333333333345	8.23333333333334	7.466666666666676	7.1333333333333435	3.6000000000000227	7.533333333333342	5.066666666666684	7.733333333333341	7.966666666666674	8.266666666666673	7.733333333333341	6.600000000000012	7.500000000000009	8.166666666666673	8.433333333333339	8.23333333333334	6.966666666666677	7.966666666666674	8.13333333333334	5.800000000000015	8.200000000000006	7.933333333333341	8.500000000000005	7.866666666666674	7.400000000000009	8.300000000000006	4.600000000000019	7.533333333333342	8.066666666666674	8.200000000000006	6.766666666666678	8.200000000000006	8.23333333333334	8.533333333333339	5.100000000000017	8.100000000000007	8.000000000000007	8.400000000000006	0.16666666666669216	8.566666666666672	8.366666666666672	8.600000000000005	8.200000000000006	8.600000000000005	8.166666666666673	8.000000000000007	7.033333333333344	6.300000000000013	7.333333333333343	0.9333333333333587	8.700000000000005	8.13333333333334	8.566666666666672	7.966666666666674	8.466666666666672	8.666666666666671	8.03333333333334	3.000000000000025	4.30000000000002	8.433333333333339	8.500000000000005	8.666666666666671	8.400000000000006	6.700000000000012	7.6000000000000085	8.23333333333334	8.33333333333334	8.266666666666673	4.900000000000018	7.266666666666676	7.9000000000000075	6.500000000000012	8.03333333333334	8.200000000000006	6.766666666666678	5.066666666666684	8.366666666666672	5.966666666666681	8.23333333333334	8.03333333333334	3.5666666666666895	5.7333333333333485	8.500000000000005	8.433333333333339	7.9000000000000075	7.666666666666675	8.03333333333334	7.6000000000000085	7.833333333333341	7.966666666666674	7.966666666666674	7.833333333333341	7.800000000000008	7.866666666666674	8.166666666666673	7.866666666666674	8.33333333333334	7.833333333333341																																											Unknown	Unknown	Massachusetts	Illinois	Illinois	Illinois	New York	Missouri	Washington	Washington	Washington	Connecticut	New York	British Columbia	California	Massachusetts	Massachusetts	Pennsylvania	Pennsylvania	North Carolina	New York	Florida	California	California	Pennsylvania	Aargau	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	New York	Aargau	Alberta	Florida	New York	Aargau	California	California	Alberta	North Carolina	Pennsylvania	New Jersey	Alberta	Aargau	Pennsylvania	Texas	Pennsylvania	Alberta	Pennsylvania	Alberta	Pennsylvania	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Pennsylvania	Pennsylvania	Aargau	Washington	Arizona	Pennsylvania	Alberta	Alberta	Pennsylvania	Aargau	Aargau	Aargau	Aargau	Aargau	Georgia	England	England	Hauts-de-France	Pennsylvania	Aargau	England	England	Aargau	British Columbia	Aargau	Aargau	Texas	Texas	Alberta	Aargau	Aargau	Ontario	Aargau	Ontario	Ontario	Ontario	Ontario	Ontario	Ontario	Ontario	Aargau	Ontario	Aargau	Ontario																																											Unknown	Unknown	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	United States	United States	United States	United States	United States	Switzerland	Canada	United States	United States	Switzerland	United States	United States	Canada	United States	United States	United States	Canada	Switzerland	United States	United States	United States	Canada	United States	Canada	United States	Canada	Canada	Canada	Canada	Canada	Canada	Canada	Canada	Canada	Canada	United States	United States	Switzerland	United States	United States	United States	Canada	Canada	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	United Kingdom	United Kingdom	France	United States	Switzerland	United Kingdom	United Kingdom	Switzerland	Canada	Switzerland	Switzerland	United States	United States	Canada	Switzerland	Switzerland	Canada	Switzerland	Canada	Canada	Canada	Canada	Canada	Canada	Canada	Switzerland	Canada	Switzerland	Canada																																										
Olympia, Washington, United States	131.82604210144143	102.67052856146908	7.350000000000011	0.8029459646963908	6	351.5396754128954	76.97831831254165	142.47385692398137	84.29694374876478	41.351208956253934	94.31624925421148																																																																																																																																																7.6000000000000085	5.966666666666681	7.766666666666675	7.166666666666677	8.600000000000005	7.000000000000011																																																																																																																																																Georgia	Florida	New York	Alberta	Alberta	Ontario																																																																																																																																																United States	United States	United States	Canada	Canada	Canada																																																																																																																																															
Spring Hill, Florida, United States	131.57066992953926	38.880556689086646	5.950000000000014	1.910279211703525	6	137.6533791950225	143.61375677655886	104.52291681659355	167.14917676367497	61.078359481675456	175.40643054371034																																																																																																																																																6.100000000000014	4.066666666666688	2.7666666666666924	7.30000000000001	7.666666666666675	7.800000000000008																																																																																																																																																Washington	Wisconsin	Florida	New York	California	Michigan																																																																																																																																																United States	United States	United States	United States	United States	United States																																																																																																																																															
Hampton, Virginia, United States	130.7199940607999	73.55750937140367	7.373333333333344	0.9130899919139007	10	168.87584585615662	181.85069833249045	25.808329813280604	13.66915996914257	218.14938265183255	195.35816260626348	48.24464535240516	150.25418710297433	100.65144796752345	204.33808095592983																																																																																																																																												6.300000000000013	6.400000000000013	8.766666666666671	7.833333333333341	7.466666666666676	7.033333333333344	6.433333333333346	6.566666666666679	8.33333333333334	8.600000000000005																																																																																																																																												Ontario	Ontario	California	Massachusetts	Illinois	Illinois	New York	Florida	Alberta	Alberta																																																																																																																																												Canada	Canada	United States	United States	United States	United States	United States	United States	Canada	Canada																																																																																																																																											
North Charleston, South Carolina, United States	129.06326102698264	92.41953774978002	7.030303030303042	1.1491283077918608	11	81.03440173468721	319.14243530938825	43.609010382967256	292.0780361476391	42.39526155464368	161.26408967520578	61.29351886119183	61.084291120077445	113.73612509109263	79.92243815714728	164.13626326276835																																																																																																																																											6.566666666666679	6.400000000000013	7.933333333333341	3.9000000000000217	8.266666666666673	7.400000000000009	8.03333333333334	7.500000000000009	6.633333333333345	7.20000000000001	7.500000000000009																																																																																																																																											Michigan	Quebec	California	Pennsylvania	Florida	Aargau	California	California	Alberta	Ontario	Aargau																																																																																																																																											United States	Canada	United States	United States	United States	Switzerland	United States	United States	Canada	Canada	Switzerland																																																																																																																																										
Bridgeport, Connecticut, United States	126.55537881776318	113.72204613356448	5.942857142857157	1.6228247258108095	7	51.34492516258567	41.20035058727536	26.31582152889632	340.3172283248716	241.64989187476675	36.48287126678809	148.57656297915844																																																																																																																																															6.633333333333345	5.600000000000016	6.800000000000011	7.500000000000009	5.466666666666683	2.366666666666694	7.233333333333343																																																																																																																																															Illinois	New York	Connecticut	Florida	New York	Georgia	Ontario																																																																																																																																															United States	United States	United States	United States	United States	United States	Canada																																																																																																																																														
Coral Springs, Florida, United States	126.27068666446068	66.69967872620573	7.646666666666675	0.44352126342612896	5	144.09953523528569	246.80234407438564	98.51379396086142	86.96048257238617	54.9772774793845																																																																																																																																																	8.066666666666674	7.366666666666676	8.266666666666673	7.4333333333333425	7.10000000000001																																																																																																																																																	Massachusetts	Virginia	Pennsylvania	Ontario	Ontario																																																																																																																																																	United States	United States	United States	Canada	Canada																																																																																																																																																
Everett, Washington, United States	125.6948502640126	61.628696729329086	6.680952380952393	1.046059445161595	7	92.87720107675204	66.82038892123613	192.58614851305788	222.55053531991038	117.74093367325054	148.73644481958002	38.55229952430109																																																																																																																																															4.533333333333353	6.800000000000011	6.866666666666678	7.766666666666675	7.566666666666675	7.333333333333343	5.900000000000015																																																																																																																																															Illinois	New York	Quebec	New South Wales	Massachusetts	North Carolina	Aargau																																																																																																																																															United States	United States	Canada	Australia	United States	United States	Switzerland																																																																																																																																														
Charlottesville, Virginia, United States	125.58987019889773	59.669314853956884	7.240000000000009	1.0106983284398485	5	51.06845948627088	124.9313043678475	67.54787467004729	190.56666748663577	193.83504498368717																																																																																																																																																	5.33333333333335	7.533333333333342	7.333333333333343	8.33333333333334	7.666666666666675																																																																																																																																																	Wisconsin	Pennsylvania	Pennsylvania	Alberta	Ontario																																																																																																																																																	United States	United States	United States	Canada	Canada																																																																																																																																																
Indianapolis, Indiana, United States	124.83551527362282	118.83589323048578	7.327450980392166	0.7866729223843668	17	66.01232957445566	17.10417301125919	287.57125728922205	93.34399641327869	23.592981410749317	44.81163701672582	32.145720133995376	79.26360900689048	512.0305915320229	184.9114164319549	63.57550731520232	138.5145818765541	190.30562743026468	42.8671906411642	97.9407517758229	146.60048458050235	101.61190421152331																																																																																																																																					7.533333333333342	8.200000000000006	5.500000000000016	7.966666666666674	7.6000000000000085	6.633333333333345	7.4333333333333425	7.466666666666676	7.733333333333341	7.800000000000008	6.766666666666678	7.966666666666674	7.466666666666676	7.733333333333341	8.03333333333334	5.43333333333335	7.30000000000001																																																																																																																																					Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Maine	Oregon	Texas	Aargau	California	California	Alberta	Pennsylvania	Alberta	Ontario	Ontario																																																																																																																																					Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	United States	United States	United States	Switzerland	United States	United States	Canada	United States	Canada	Canada	Canada																																																																																																																																				
Winter Haven, Florida, United States	124.1382877893566	84.16842992110372	7.535714285714296	0.6955030480133892	14	13.06843770382545	148.49649851983924	62.853525169760196	32.996475635381174	110.93560797205681	220.83788298713944	199.49723982459068	67.75476852971667	88.13509119102449	179.946301014306	325.7377871370297	73.04017299869022	168.86032862331228	45.77591174431997																																																																																																																																								6.433333333333346	7.700000000000008	5.700000000000015	7.10000000000001	7.633333333333342	7.966666666666674	7.333333333333343	8.03333333333334	8.100000000000007	7.266666666666676	8.100000000000007	8.066666666666674	8.03333333333334	8.03333333333334																																																																																																																																								Illinois	New York	California	Massachusetts	North Carolina	Pennsylvania	Pennsylvania	California	California	New South Wales	Washington	Alberta	Aargau	Ontario																																																																																																																																								United States	United States	United States	United States	United States	United States	United States	United States	United States	Australia	United States	Canada	Switzerland	Canada																																																																																																																																							
Metairie, Louisiana, United States	123.42901952687244	76.61676102082505	7.363636363636373	0.8273670719873945	11	262.45026777425664	33.85212105422091	201.25415539919757	218.92108978039536	71.0695229987163	3.1095944000506015	126.1197324887508	140.0117981251713	65.93888498344073	141.67212198346851	93.31992580792836																																																																																																																																											7.700000000000008	6.16666666666668	7.566666666666675	6.16666666666668	8.100000000000007	8.566666666666672	6.100000000000014	7.30000000000001	7.766666666666675	7.333333333333343	8.23333333333334																																																																																																																																											Florida	New York	Connecticut	Pennsylvania	Alberta	Alberta	Michigan	California	New York	Ontario	Aargau																																																																																																																																											United States	United States	United States	United States	Canada	Canada	United States	United States	United States	Canada	Switzerland																																																																																																																																										
Harrisburg, Pennsylvania, United States	122.24525341585293	110.47601599600152	7.477777777777786	1.1666137554139235	12	104.27439137088645	145.83573204173908	67.29089023663302	68.50180943416254	72.14609771426134	27.96188828009232	174.28112441937094	105.35283653844384	72.64278190642611	76.02765411211277	84.99160193349996	467.6362330026069																																																																																																																																										8.100000000000007	3.766666666666689	7.533333333333342	8.33333333333334	7.266666666666676	8.000000000000007	7.366666666666676	7.866666666666674	7.733333333333341	8.366666666666672	7.666666666666675	7.733333333333341																																																																																																																																										Unknown	Unknown	Unknown	New York	Ontario	New York	Massachusetts	Alberta	Aargau	Alberta	Aargau	Baden-Württemberg																																																																																																																																										Unknown	Unknown	Unknown	United States	Canada	United States	United States	Canada	Switzerland	Canada	Switzerland	Germany																																																																																																																																									
South Lyon, Michigan, United States	122.23194433525973	71.03973757330536	7.808333333333341	0.3661928757119959	4	7.688211897887518	146.02011871765282	133.0977854436062	202.12166128189233																																																																																																																																																		7.233333333333343	7.766666666666675	8.200000000000006	8.03333333333334																																																																																																																																																		Massachusetts	Pennsylvania	Pennsylvania	Maryland																																																																																																																																																		United States	United States	United States	United States																																																																																																																																																	
Lafayette, Louisiana, United States	121.70747890089763	85.19401849728062	7.0933333333333435	0.9269783648440144	10	310.8948525554037	130.51108771993745	92.0438545819155	143.59805768110792	64.31682023376227	132.26072307358336	36.45114704044483	47.684145657895584	32.00417538660949	227.30992507831624																																																																																																																																												6.26666666666668	7.366666666666676	6.600000000000012	7.10000000000001	7.233333333333343	4.9666666666666845	7.266666666666676	8.33333333333334	7.6000000000000085	8.200000000000006																																																																																																																																												Illinois	Oregon	Washington	California	Indiana	Virginia	North Carolina	California	California	Alberta																																																																																																																																												United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada																																																																																																																																											
Portland, Oregon, United States	121.44344203309319	20.2358520201324	6.683333333333345	0.6833333333333309	2	141.6792940532256	101.2075900129608																																																																																																																																																				6.000000000000014	7.366666666666676																																																																																																																																																				Georgia	California																																																																																																																																																				United States	United States																																																																																																																																																			
