citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19
Blenheim, New Zealand	5505.823499007092	0	6.966666666666677	0	1	5505.823499007092																				6.966666666666677																				New South Wales																				Australia																			
Tinipuka, Papua, Indonesia	4114.310460983457	0	8.533333333333339	0	1	4114.310460983457																				8.533333333333339																				New South Wales																				Australia																			
Jayapura, Indonesia	4036.8622658067293	0	6.933333333333344	0	1	4036.8622658067293																				6.933333333333344																				Île-de-France																				France																			
Ngerulmud, Palau	3876.728432700508	1145.301193495554	5.933333333333349	1.2573340402967215	5	5588.684780423968	3158.088889117934	2263.5964752752266	3788.4798434898607	4584.792175195555																5.666666666666682	7.6000000000000085	6.133333333333347	3.766666666666689	6.500000000000012																New South Wales	North Carolina	Aargau	California	Aargau																Australia	United States	Switzerland	United States	Switzerland															
Sawahlunto, Indonesia	3645.4010681661016	0	6.800000000000011	0	1	3645.4010681661016																				6.800000000000011																				Victoria																				Australia																			
Koror, Palau	3599.410419110456	1597.856429742613	6.274509803921581	1.4765500069779156	17	3197.018322123854	4505.409772100075	3429.0933428958806	113.13275166503941	3451.5581409248834	4731.233502193095	5543.3780058843995	4807.438352030246	4555.923706561013	2808.88476212271	5498.682399055221	4826.593308226123	1813.6435331151845	4332.82618889657	3257.5116643759047	31.742550918119502	4285.906821789427				7.566666666666675	7.500000000000009	5.033333333333351	4.5000000000000195	8.066666666666674	6.6666666666666785	6.566666666666679	7.633333333333342	6.566666666666679	3.000000000000025	5.2666666666666835	6.500000000000012	3.8333333333333552	6.533333333333346	7.933333333333341	7.933333333333341	5.566666666666682				New South Wales	Victoria	Victoria	Victoria	California	California	Bavaria	Aargau	Aargau	Aargau	California	Aargau	Aargau	Aargau	North Carolina	North Carolina	Aargau				Australia	Australia	Australia	Australia	United States	United States	Germany	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland			
Nouméa, New Caledonia	3479.3477909137487	2756.2529647616198	6.393333333333346	1.09917140509466	5	8127.515593045827	1404.7608121785197	683.9561650688694	5045.66767292768	2134.8387113478443																6.533333333333346	7.633333333333342	5.066666666666684	5.200000000000017	7.533333333333342																Victoria	California	Victoria	Ontario	Ontario																Australia	United States	Australia	Canada	Canada															
Batu Pahat, Malaysia	3475.8230659163532	3595.1190530297504	6.611111111111124	1.1308251111903893	3	8505.749983521851	318.8331973398073	1602.8860168874023																		8.03333333333334	5.2666666666666835	6.533333333333346																		California	Ontario	Victoria																		United States	Canada	Australia																	
Male, Maldives	3473.970469658866	4393.250860196716	6.6955555555555675	1.1614720332193142	15	1262.330701494649	1271.5561018351789	1271.5561018351789	311.31990170465855	1257.0207415324453	1259.574888152057	10554.214822846594	203.9739549949164	847.921606062875	1294.3727527213928	11077.323066035005	78.65420482605053	10665.161810299183	10589.25935444421	165.3170360986073						7.666666666666675	7.266666666666676	6.933333333333344	6.26666666666668	5.533333333333349	7.833333333333341	5.500000000000016	8.03333333333334	5.633333333333349	4.266666666666687	7.633333333333342	5.666666666666682	8.266666666666673	7.766666666666675	6.16666666666668						California	California	California	California	California	New South Wales	New South Wales	California	Aargau	Aargau	Victoria	Aargau	California	North Carolina	Aargau						United States	United States	United States	United States	United States	Australia	Australia	United States	Switzerland	Switzerland	Australia	Switzerland	United States	United States	Switzerland					
Manokwari, Indonesia	3329.7576106424576	0	5.300000000000017	0	1	3329.7576106424576																				5.300000000000017																				New York																				United States																			
Ratnapura, Sri Lanka	3105.3794147354397	4257.8882121027245	7.1444444444444555	0.622023777879038	3	114.74613460568125	74.4942831179895	9126.897826482647																		7.633333333333342	7.533333333333342	6.26666666666668																		Victoria	Île-de-France	New South Wales																		Australia	France	Australia																	
Dili, Timor-Leste	2986.285527200407	1334.0631007187114	6.90000000000001	0.9201449161228141	3	2826.76344000741	1438.010618238724	4694.082523355088																		8.200000000000006	6.2000000000000135	6.300000000000013																		Queensland	New South Wales	Victoria																		Australia	Australia	Australia																	
Biak, Indonesia	2906.887110154989	0	7.500000000000009	0	1	2906.887110154989																				7.500000000000009																				Victoria																				Australia																			
Banda Aceh, Indonesia	2887.1234994173897	749.8078234130353	7.15000000000001	0.549999999999998	2	2137.3156760043544	3636.931322830425																			7.700000000000008	6.600000000000012																			Victoria	Victoria																			Australia	Australia																		
Nabire, Indonesia	2805.3323645039172	0	6.600000000000012	0	1	2805.3323645039172																				6.600000000000012																				Victoria																				Australia																			
Soasio, Indonesia	2786.7137981537494	0	6.766666666666678	0	1	2786.7137981537494																				6.766666666666678																				California																				United States																			
Medan, Sumatera Utara, Indonesia	2595.2499910971633	1405.287808748827	7.1333333333333435	0.36666666666666536	2	4000.5377998459903	1189.9621823483362																			7.500000000000009	6.766666666666678																			California	Aargau																			United States	Switzerland																		
Lautoka, Fiji	2586.837434073079	2980.1269974363863	6.590196078431384	1.126842120337902	17	133.89713221962484	6664.69043525148	2989.8348164423496	1989.8196007902836	1105.6111585235599	6149.695615169962	7923.079060242292	6415.602371703458	1314.5643901316068	51.55408580166603	30.727357403898207	1107.2521064504447	96.6269533348587	7839.098692338789	63.7477734541361	68.27077085153829	32.164059132381105				6.233333333333347	6.966666666666677	5.600000000000016	5.033333333333351	4.466666666666686	7.533333333333342	6.333333333333346	4.466666666666686	6.800000000000011	7.30000000000001	7.633333333333342	7.633333333333342	6.233333333333347	7.20000000000001	6.36666666666668	8.066666666666674	8.166666666666673				New York	California	California	California	California	California	California	Queensland	Victoria	Victoria	Victoria	North Carolina	Ontario	Ontario	Aargau	Aargau	Aargau				United States	United States	United States	United States	United States	United States	United States	Australia	Australia	Australia	Australia	United States	Canada	Canada	Switzerland	Switzerland	Switzerland			
Sorong, Papua Barat, Indonesia	2544.154526682989	641.5999939565692	6.6666666666666785	0.7154382236446751	3	1707.5353198121047	3266.6467321663686	2658.2815280704936																		7.666666666666675	6.300000000000013	6.033333333333347																		California	California	Victoria																		United States	United States	Australia																	
Tuban, Indonesia	2407.1323270870876	0	5.100000000000017	0	1	2407.1323270870876																				5.100000000000017																				Victoria																				Australia																			
Bandar Seri Begawan, Brunei	2369.30762046951	2517.8463170811897	6.196296296296309	0.986882414405495	9	83.73523535571998	6466.434386032451	1133.127948395633	725.1685058559967	1176.0357271412395	643.3911813449745	6171.164518310619	4905.735489706741	18.975592082213062												5.066666666666684	5.533333333333349	6.866666666666678	5.766666666666682	4.866666666666685	5.533333333333349	7.466666666666676	7.266666666666676	7.400000000000009												Ontario	Victoria	California	California	California	California	Victoria	Victoria	Aargau												Canada	Australia	United States	United States	United States	United States	Australia	Australia	Switzerland											
Blitar, Indonesia	2353.5217176433875	0	7.30000000000001	0	1	2353.5217176433875																				7.30000000000001																				Victoria																				Australia																			
Maumere, Indonesia	2337.98849948387	0	8.166666666666673	0	1	2337.98849948387																				8.166666666666673																				California																				United States																			
Medan, Indonesia	2326.671616963823	243.15275508605578	5.916666666666681	1.149999999999996	2	2569.8243720498785	2083.518861877767																			7.066666666666677	4.766666666666685																			Victoria	Victoria																			Australia	Australia																		
Klang, Malaysia	2312.3558579475553	2136.450793834441	6.557142857142869	1.4980107747206368	7	7255.740453467877	1356.4098365404875	1366.157305931173	2529.120498949995	1323.8942763885316	151.59160299022062	2203.5770313646035														5.23333333333335	7.500000000000009	6.733333333333345	3.7000000000000224	8.066666666666674	6.500000000000012	8.166666666666673														New South Wales	Victoria	California	California	California	California	North Carolina														Australia	Australia	United States	United States	United States	United States	United States													
Sorong, Indonesia	2233.272618010674	369.62799076316253	7.800000000000008	0.5763872155263507	4	1658.6921251200918	2174.8778110552025	2629.1889932951785	2470.3315425722235																	6.833333333333345	8.300000000000006	8.166666666666673	7.9000000000000075																	Ontario	Île-de-France	Île-de-France	Victoria																	Canada	France	France	Australia																
Padangpanjang, Indonesia	2139.842110130666	1418.29951001811	6.733333333333345	0.13333333333333286	2	3558.141620148776	721.542600112556																			6.866666666666678	6.600000000000012																			New York	Victoria																			United States	Australia																		
Putrajaya, Malaysia	2098.643326219344	2707.6872969382453	6.341666666666679	1.9771437029771495	4	195.65970574036845	6723.416016080518	184.4202136462908	1291.0773694101986																	7.6000000000000085	2.9333333333333584	7.666666666666675	7.166666666666677																	Île-de-France	New South Wales	Florida	Victoria																	France	Australia	United States	Australia																
Manado, Indonesia	2060.9959618382786	727.3621249507682	7.3380952380952476	0.9210808990939564	7	1136.830367399734	1224.1151259612604	1589.4401098327842	2749.21821411583	3212.563952401622	2414.9833417183245	2099.820621438396														8.200000000000006	5.866666666666681	6.333333333333346	8.533333333333339	8.000000000000007	7.466666666666676	6.966666666666677														California	Victoria	California	California	California	California	California														United States	Australia	United States	United States	United States	United States	United States													
Kupang, Indonesia	2048.0290993150034	442.1274959863739	8.166666666666673	0	2	2490.1565953013774	1605.9016033286296																			8.166666666666673	8.166666666666673																			Victoria	Île-de-France																			Australia	France																		
Majuro, Marshall Islands	2013.6832020401507	945.3089592330005	6.678947368421064	1.2008871246369475	19	2410.506802349943	681.823063186536	704.7911967972806	2691.5865523409775	3237.110709524557	2157.0799286769834	2307.7733331501677	2109.2962293717565	2862.3217591829066	2142.687307575999	3155.5758561452344	2574.1909977726964	3133.773617494332	110.26587813781487	2965.791860488715	942.5101302963069	1475.7303116065634	722.8393583153749	1874.3259463487193		7.333333333333343	7.233333333333343	5.566666666666682	6.6666666666666785	5.566666666666682	8.066666666666674	7.666666666666675	7.233333333333343	6.066666666666681	8.200000000000006	4.0333333333333545	6.100000000000014	7.966666666666674	8.200000000000006	7.500000000000009	6.500000000000012	4.233333333333354	6.133333333333347	6.633333333333345		Victoria	Massachusetts	Massachusetts	California	California	California	California	California	California	California	New South Wales	Victoria	North Carolina	North Carolina	Aargau	Aargau	Aargau	Aargau	Aargau		Australia	United States	United States	United States	United States	United States	United States	United States	United States	United States	Australia	Australia	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	
Pinrang, Sulawesi Selatan, Indonesia	1991.1351207689422	59.77064185464371	7.116666666666677	1.2833333333333288	2	2050.905762623586	1931.3644789142984																			8.400000000000006	5.833333333333348																			New South Wales	California																			Australia	United States																		
Amahai, Maluku, Indonesia	1983.5084388771475	0	5.666666666666682	0	1	1983.5084388771475																				5.666666666666682																				Victoria																				Australia																			
Gorontalo, Gorontalo, Indonesia	1982.167039630115	211.69578277685673	6.783333333333345	0.2166666666666659	2	2193.8628224069716	1770.4712568532582																			7.000000000000011	6.566666666666679																			Aargau	Aargau																			Switzerland	Switzerland																		
Watampone, Indonesia	1964.2331595953406	0	7.000000000000011	0	1	1964.2331595953406																				7.000000000000011																				Victoria																				Australia																			
Jakarta, Indonesia	1963.1787843958002	0	6.300000000000013	0	1	1963.1787843958002																				6.300000000000013																				Victoria																				Australia																			
Lhokseumawe, Aceh, Indonesia	1962.2312230340938	1075.2743149264331	6.916666666666678	1.783333333333327	2	3037.505537960527	886.9569081076608																			8.700000000000005	5.133333333333351																			Victoria	Victoria																			Australia	Australia																		
Nadi, Fiji	1883.2489586455338	2567.7526778070787	6.727777777777789	1.6930595433368343	12	1126.4712147211842	173.08263004638545	6581.553331502012	7876.680263966639	1244.2446484509833	3077.6424797885948	1980.918428749157	46.27704618564375	81.04583887743001	105.07919329713147	228.16639448380965	77.82603367743013									6.500000000000012	8.23333333333334	7.1333333333333435	5.700000000000015	5.000000000000018	2.5000000000000266	5.633333333333349	7.333333333333343	8.000000000000007	8.166666666666673	8.33333333333334	8.200000000000006									Victoria	New York	California	California	Aargau	California	Aargau	Victoria	Aargau	Aargau	Aargau	Aargau									Australia	United States	United States	United States	Switzerland	United States	Switzerland	Australia	Switzerland	Switzerland	Switzerland	Switzerland								
Raba, Indonesia	1860.1312959130523	473.3612794338729	7.116666666666677	0.7320063751999224	4	1389.159128977341	2388.0600491921723	1387.7284446584572	2275.577560824239																	7.9000000000000075	7.766666666666675	6.600000000000012	6.2000000000000135																	Île-de-France	Massachusetts	Massachusetts	New South Wales																	France	United States	United States	Australia																
Sungai Petani, Malaysia	1839.0586708184787	0	5.800000000000015	0	1	1839.0586708184787																				5.800000000000015																				Victoria																				Australia																			
Raba, Nusa Tenggara Barat, Indonesia	1836.520822750539	0	7.766666666666675	0	1	1836.520822750539																				7.766666666666675																				California																				United States																			
Suva, Fiji	1828.5553553814293	2400.5911908906037	6.879166666666679	1.7092832724728615	8	5895.545469325009	970.2535015754985	68.5842415398425	89.4557421538143	5873.398385037776	40.98906607434201	1623.9416945123883	66.27474283276148													2.700000000000026	7.466666666666676	7.833333333333341	8.100000000000007	7.566666666666675	7.866666666666674	5.833333333333348	7.666666666666675													Queensland	Victoria	Aargau	Aargau	California	Aargau	North Carolina	North Carolina													Australia	Australia	Switzerland	Switzerland	United States	Switzerland	United States	United States												
Palikir, Micronesia, Federated States Of	1805.6860886761438	994.5314514561321	6.830952380952391	0.8511863136761328	14	2622.3559952828455	2613.0904085823613	2183.4389233178463	1452.0170276865133	1374.2297891514056	689.1520174606176	2931.8919673378896	3035.831573345606	3172.473472371979	615.3277913943705	43.67322640617834	548.0168712497521	2000.6272552656792	1997.4789226129692							8.433333333333339	5.166666666666684	7.400000000000009	6.066666666666681	7.633333333333342	7.033333333333344	7.233333333333343	7.30000000000001	7.400000000000009	6.800000000000011	7.10000000000001	5.466666666666683	6.233333333333347	6.36666666666668							California	Victoria	New York	Victoria	Victoria	Victoria	California	Aargau	Aargau	Victoria	Victoria	Aargau	Aargau	Aargau							United States	Australia	United States	Australia	Australia	Australia	United States	Switzerland	Switzerland	Australia	Australia	Switzerland	Switzerland	Switzerland						
Ternate, Maluku Utara, Indonesia	1798.9125160612841	310.80965848199804	7.122222222222232	0.6718318425702632	3	1582.1966038811277	2238.4496166705885	1576.0913276321364																		8.03333333333334	6.433333333333346	6.900000000000011																		New South Wales	California	Aargau																		Australia	United States	Switzerland																	
Tanjungpinang, Indonesia	1783.070699905798	0	7.933333333333341	0	1	1783.070699905798																				7.933333333333341																				Victoria																				Australia																			
Soasio, Maluku Utara, Indonesia	1769.076927254415	0	6.933333333333344	0	1	1769.076927254415																				6.933333333333344																				California																				United States																			
Waingapu, Indonesia	1721.0005963517406	359.8039486592769	6.483333333333346	0.6166666666666645	2	2080.8045450110176	1361.1966476924638																			5.866666666666681	7.10000000000001																			California	Île-de-France																			United States	France																		
Ambon, Maluku, Indonesia	1712.3804732226438	0	4.166666666666687	0	1	1712.3804732226438																				4.166666666666687																				Florida																				United States																			
Bandung, Jawa Barat, Indonesia	1707.1463988467176	1374.641998851546	7.816666666666674	0.016666666666666607	2	3081.7883976982635	332.5043999951716																			7.800000000000008	7.833333333333341																			Queensland	California																			Australia	United States																		
Gorontalo, Indonesia	1703.216451262975	0	7.933333333333341	0	1	1703.216451262975																				7.933333333333341																				Île-de-France																				France																			
Jakarta, Jakarta, Indonesia	1670.3113389793596	1227.7960947042773	7.100000000000011	1.9392629374947363	3	728.8379190448697	3404.5533813153497	877.542716577859																		6.16666666666668	5.33333333333335	9.8																		Victoria	New South Wales	New South Wales																		Australia	Australia	Australia																	
Johor Bahru, Malaysia	1663.4237624491063	2105.9478667657427	6.952380952380963	1.4263792704358953	7	6666.853174055214	1426.8511468894555	49.677917722569696	1270.593083140768	1164.3175880693268	974.8716252668696	90.80180199954054														8.933333333333337	5.366666666666683	5.23333333333335	8.433333333333339	5.7333333333333485	8.03333333333334	6.933333333333344														New South Wales	England	Aargau	California	Victoria	North Carolina	North Carolina														Australia	United Kingdom	Switzerland	United States	Australia	United States	United States													
Padang, Sumatera Barat, Indonesia	1585.9684839173242	0	2.100000000000028	0	1	1585.9684839173242																				2.100000000000028																				California																				United States																			
Jember, Jawa Timur, Indonesia	1560.4843225697607	1324.2206320869934	8.016666666666673	0.34999999999999876	2	2884.704954656754	236.26369048276737																			8.366666666666672	7.666666666666675																			Queensland	Aargau																			Australia	Switzerland																		
Singaraja, Bali, Indonesia	1558.8886757846421	573.7426769078739	7.400000000000009	0.6333333333333311	2	985.1459988767682	2132.631352692516																			6.766666666666678	8.03333333333334																			Victoria	Victoria																			Australia	Australia																		
Yogyakarta, Indonesia	1534.448470491056	0	7.6000000000000085	0	1	1534.448470491056																				7.6000000000000085																				Victoria																				Australia																			
Pekanbaru, Indonesia	1532.5485893991956	86.18881372717465	7.633333333333342	0.2333333333333325	2	1618.7374031263703	1446.359775672021																			7.866666666666674	7.400000000000009																			Victoria	Victoria																			Australia	Australia																		
Gladstone, Queensland, Australia	1515.0658518654284	1430.2714977583144	7.841666666666674	1.3369482247101205	4	3821.787980215901	327.0691047299063	1597.8206510079467	313.58567150795983																	9.300000000000002	8.33333333333334	5.666666666666682	8.066666666666674																	New South Wales	New South Wales	Bavaria	Aargau																	Australia	Australia	Germany	Switzerland																
Tarawa, Kiribati	1503.9421980884524	1082.0283092502384	6.280000000000014	1.6458499999156069	20	4434.944202232345	2518.298501037598	197.64742038837443	1639.2109892199185	1627.9519651936198	269.85680484772274	698.8120951697324	622.507725711447	1855.716901839061	270.24998250942537	735.9738871067343	1987.0296887087318	2711.9141827035405	2521.829827356643	1872.0859172519342	2251.8011081535456	1511.562045213927	419.9491356879217	45.31621090171112	1886.1853705351168	10	5.000000000000018	6.700000000000012	5.966666666666681	4.566666666666686	4.0333333333333545	3.4333333333333567	2.9666666666666917	7.233333333333343	7.866666666666674	6.433333333333346	7.633333333333342	5.633333333333349	7.033333333333344	6.866666666666678	7.233333333333343	8.13333333333334	5.833333333333348	6.300000000000013	6.733333333333345	Île-de-France	Ontario	Victoria	California	California	California	California	California	New South Wales	New South Wales	New South Wales	Victoria	Ontario	Ontario	England	Aargau	California	Aargau	Aargau	Aargau	France	Canada	Australia	United States	United States	United States	United States	United States	Australia	Australia	Australia	Australia	Canada	Canada	United Kingdom	Switzerland	United States	Switzerland	Switzerland	Switzerland
Tarakan, Indonesia	1498.8744032743502	192.3466796504606	7.500000000000009	0.7666666666666639	2	1691.2210829248108	1306.5277236238896																			8.266666666666673	6.733333333333345																			Victoria	Victoria																			Australia	Australia																		
Bukittinggi, Sumatera Barat, Indonesia	1488.3478688222397	101.01491121182039	8.050000000000008	0.31666666666666554	2	1589.36278003406	1387.3329576104193																			7.733333333333341	8.366666666666672																			Victoria	New South Wales																			Australia	Australia																		
Serang, Banten, Indonesia	1488.035003116171	831.7231591972131	6.553333333333346	1.915271956320209	5	1608.7498174695988	1038.3926895532027	602.3498162641062	3022.6995704579062	1167.9831218360414																4.8000000000000185	8.33333333333334	8.300000000000006	7.6000000000000085	3.7333333333333556																Florida	New South Wales	California	California	Aargau																United States	Australia	United States	United States	Switzerland															
Mataram, Nusa Tenggara Barat, Indonesia	1465.4518706981887	0	7.4333333333333425	0	1	1465.4518706981887																				7.4333333333333425																				New South Wales																				Australia																			
Makassar, Sulawesi Selatan, Indonesia	1454.43903091643	558.0607620435246	7.344444444444453	0.9064923579720474	3	2143.8291473992567	1442.465585544913	777.0223598051203																		8.23333333333334	6.100000000000014	7.700000000000008																		Queensland	Victoria	Victoria																		Australia	Australia	Australia																	
Watampone, Sulawesi Selatan, Indonesia	1449.7475453383563	453.6571144082327	5.841666666666681	1.6221342251627717	4	1628.4933124158615	1731.6739971292632	669.1037539085652	1769.7191178997352																	8.300000000000006	3.8333333333333552	6.033333333333347	5.200000000000017																	Michigan	Michigan	California	Victoria																	United States	United States	United States	Australia																
Kendari, Indonesia	1441.875162003462	0	7.733333333333341	0	1	1441.875162003462																				7.733333333333341																				Île-de-France																				France																			
Sale, Victoria, Australia	1420.9635520594104	1315.4111222436566	7.266666666666676	0.8881941729649454	6	2859.200598577697	3149.861271773551	2078.3560092821626	41.64250076345362	201.30820911376375	195.412722845835															6.633333333333345	6.633333333333345	8.266666666666673	8.13333333333334	5.966666666666681	7.966666666666674															New York	Ontario	Ontario	California	Victoria	Aargau															United States	Canada	Canada	United States	Australia	Switzerland														
Cirebon, Indonesia	1420.131883897317	260.61782766915314	7.816666666666674	0.2833333333333323	2	1159.514056228164	1680.7497115664703																			8.100000000000007	7.533333333333342																			Massachusetts	Massachusetts																			United States	United States																		
Manado, Sulawesi Utara, Indonesia	1391.0079250081446	0	6.933333333333344	0	1	1391.0079250081446																				6.933333333333344																				North Carolina																				United States																			
Samarinda, Kalimantan Timur, Indonesia	1382.1164335400476	206.67482789217377	6.1166666666666805	0.7499999999999973	2	1588.7912614322215	1175.441605647874																			5.366666666666683	6.866666666666678																			California	California																			United States	United States																		
Funafuti, Tuvalu	1379.3878476419702	499.5997213708233	7.304444444444455	0.7068832651982082	15	1482.519059345082	1903.2095445029875	1470.044903141124	1400.0558582423987	2019.5119152981697	1864.0328422869634	986.2870637374685	1457.3579713100776	491.9325914316626	1635.9598719907212	1572.9289053384878	1472.6356434849627	67.97936701394184	1533.0335367597518	1333.328640745756						7.566666666666675	7.233333333333343	8.166666666666673	7.400000000000009	8.433333333333339	7.733333333333341	6.833333333333345	7.833333333333341	6.600000000000012	7.633333333333342	7.800000000000008	6.500000000000012	7.266666666666676	7.033333333333344	5.533333333333349						Victoria	California	California	California	California	Pennsylvania	Victoria	North Carolina	California	California	Aargau	Aargau	Aargau	Aargau	Aargau						Australia	United States	United States	United States	United States	United States	Australia	United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland					
Kuala Kapuas, Kalimantan Tengah, Indonesia	1373.77558361201	0	8.000000000000007	0	1	1373.77558361201																				8.000000000000007																				New South Wales																				Australia																			
Shah Alam, Malaysia	1360.612850917353	658.735307380637	5.938888888888904	1.222083325441018	6	1483.006371868519	2371.8984866086207	1544.9628293153626	1391.5775491424872	1243.376426355847	128.8554422132802															5.23333333333335	5.566666666666682	3.8666666666666885	6.36666666666668	7.033333333333344	7.566666666666675															Victoria	New South Wales	Victoria	Victoria	California	Aargau															Australia	Australia	Australia	Australia	United States	Switzerland														
Tebingtinggi, Sumatera Utara, Indonesia	1344.0375446216638	611.975750940407	4.133333333333352	2.4284425736124176	5	1799.8462519770978	1955.9146304177673	1693.9080364273989	349.5373507323133	920.9814535537425																1.6333333333333606	4.466666666666686	1.0666666666666922	6.866666666666678	6.633333333333345																Michigan	Michigan	Florida	California	Aargau																United States	United States	United States	United States	Switzerland															
Sandakan, Malaysia	1342.5852087108726	632.6914430616011	6.391666666666679	0.9764945809714768	8	1769.889063470873	936.1517541253224	1901.8611051976247	1951.5573443063981	234.19505542093725	526.0465288185202	1660.4816667405205	1760.4991516067837													6.100000000000014	6.566666666666679	5.566666666666682	4.566666666666686	7.500000000000009	7.066666666666677	6.066666666666681	7.700000000000008													Victoria	California	California	California	California	California	California	New South Wales													Australia	United States	United States	United States	United States	United States	United States	Australia												
Padang, Indonesia	1334.6966709979588	743.9944178320015	7.300000000000009	0.8944271909999127	6	1608.1783867140343	2641.437946195823	921.033155149768	489.23862068586254	625.8160981432007	1722.475819099063															6.500000000000012	6.866666666666678	6.16666666666668	8.666666666666671	8.200000000000006	7.400000000000009															Ontario	California	California	California	California	California															Canada	United States	United States	United States	United States	United States														
Broome, Western Australia, Australia	1332.893734886253	561.4322143574702	7.711111111111118	0.9326717231748105	3	1620.38104423239	1830.1044328789478	548.1957275474213																		8.633333333333338	8.066666666666674	6.433333333333346																		Moscow Oblast	California	Aargau																		Russia	United States	Switzerland																	
Ipoh, Malaysia	1317.0275266367928	2007.3701620333215	6.737037037037049	1.0655601256354796	9	90.42325220846226	6772.790154033168	1549.337094725972	140.44622145640366	1363.6208918762006	86.15596828535791	303.00654704624986	1232.9772554133865	314.49035468593473												8.066666666666674	5.566666666666682	6.833333333333345	7.833333333333341	8.23333333333334	4.933333333333351	6.400000000000013	6.466666666666679	6.300000000000013												Victoria	Massachusetts	Massachusetts	New South Wales	California	Aargau	New York	Oklahoma	Aargau												Australia	United States	United States	Australia	United States	Switzerland	United States	United States	Switzerland											
Pekanbaru, Riau, Indonesia	1310.0824724928607	295.59600477683904	8.175000000000006	0.2289771944005673	4	1699.3503796464208	990.259987047021	1059.3959531830842	1491.3235700949172																	8.000000000000007	8.366666666666672	7.9000000000000075	8.433333333333339																	Victoria	Victoria	Stockholm	California																	Australia	Australia	Sweden	United States																
Arawa, Papua New Guinea	1305.296677194033	220.46563527862747	7.453333333333342	0.8109253973085289	10	1180.8493880586134	1518.210294677584	1229.8267501032926	1140.4123687373447	1661.7743878855931	1428.455399254355	1532.347422734925	1250.4673455398201	1243.1432625489929	867.4801523998092											5.900000000000015	8.13333333333334	7.733333333333341	7.266666666666676	6.6666666666666785	8.533333333333339	7.233333333333343	8.100000000000007	6.6666666666666785	8.300000000000006											Victoria	California	California	California	California	California	Victoria	North Carolina	Victoria	Aargau											Australia	United States	United States	United States	United States	United States	Australia	United States	Australia	Switzerland										
Semarang, Jawa Tengah, Indonesia	1281.976487283004	856.9642847008668	5.708333333333349	1.8137399972922674	4	1513.6667743592645	2492.0985778302947	996.9967898210936	125.14380712136303																	6.6666666666666785	2.7666666666666924	7.6000000000000085	5.800000000000015																	New York	New South Wales	North Carolina	Aargau																	United States	Australia	United States	Switzerland																
Luganville, Vanuatu	1264.1226736716253	1138.6364511729173	6.226666666666679	1.9626965577433908	10	4164.254830143239	611.0876898389951	36.277824567985036	951.0301182390104	183.28473757944747	1159.3051586599267	614.9275982814247	1990.4515271746334	1069.749719293276	1860.8575329383168											1.2666666666666928	7.833333333333341	5.600000000000016	4.600000000000019	8.200000000000006	7.666666666666675	7.333333333333343	6.900000000000011	5.900000000000015	6.966666666666677											New South Wales	California	Queensland	Victoria	California	California	Pennsylvania	Victoria	Aargau	North Carolina											Australia	United States	Australia	Australia	United States	United States	United States	Australia	Switzerland	United States										
Manokwari, Papua Barat, Indonesia	1241.5125718985507	0	5.7333333333333485	0	1	1241.5125718985507																				5.7333333333333485																				New York																				United States																			
Raub, Malaysia	1237.7552879201658	356.5594613112921	7.418518518518528	0.4771600945488865	9	1358.0519115965576	1250.7439549793785	1411.0944051204656	1730.2728848580775	334.71832141001295	1202.3919084836903	1427.2445509651848	1251.7406198335686	1173.5390340345557												7.30000000000001	7.633333333333342	7.466666666666676	6.800000000000011	7.333333333333343	7.000000000000011	7.366666666666676	8.600000000000005	7.266666666666676												Victoria	New South Wales	California	California	Pennsylvania	Victoria	Victoria	California	Aargau												Australia	Australia	United States	United States	United States	Australia	Australia	United States	Switzerland											
Butterworth, Malaysia	1235.5953322105404	852.463240678608	6.7277777777777885	0.5729768486909398	6	1386.134038988274	1552.0815497411136	1330.8589873523333	2699.2323410645313	352.7100721945901	92.5550039223996															7.800000000000008	6.466666666666679	6.100000000000014	6.333333333333346	6.533333333333346	7.1333333333333435															Victoria	Victoria	Queensland	California	Aargau	Aargau															Australia	Australia	Australia	United States	Switzerland	Switzerland														
Luwuk, Sulawesi Tengah, Indonesia	1222.6251856266172	203.34560212782787	7.1888888888889	0.42280661312089735	3	939.939295416861	1409.6919370508688	1318.2443244121216																		6.766666666666678	7.033333333333344	7.766666666666675																		Victoria	Florida	North Carolina																		Australia	United States	United States																	
Maumere, Nusa Tenggara Timur, Indonesia	1218.068042853712	501.75446672065266	6.250000000000013	1.3833333333333284	2	716.3135761330595	1719.8225095743649																			7.633333333333342	4.866666666666685																			North Carolina	Aargau																			United States	Switzerland																		
